Operating Revenue ID	Local Government Operating Revenue	State Government Operating Revenue	Federal Government Operating Revenue	Other Operating Revenue
1854	83109	7347	0	10874
1855	977072	25719	4561	72388
1856	120606	12399	3500	7503
1857	80246603	16979239	1459627	7621053
1858	1059265	81113	0	9830
1859	1304425	34802	5000	35349
1860	850237	17681	0	0
1861	12541	4839	0	9237
1862	19768	3477	0	5515
1863	1750520	144900	0	55500
1864	64837	1140	0	0
1865	632560	8660	0	42297
1866	36493	2545	806	1008
1867	92173	2114	854	3807
1868	1319908	16233	9398	54233
1869	22530	7566	507	2147
1870	36598	2047	0	2145
1871	951170	93565	15400	52829
1872	375370	9975	0	19597
1873	8151841	222446	0	238954
1874	289211	13547	0	2819
1875	11982	1181	0	749
1876	12591	1123	0	447
1877	109861	9260	0	0
1878	1756597	23608	0	33276
1879	149948	29434	0	0
1880	4185141	92798	0	135370
1881	5555	1004	0	0
1882	2866	517	0	82
1883	76356	4089	0	3594
1884	1513934	75224	3392	62836
1885	3268590	53161	1000	189199
1886	147646	14477	1350	6156
1887	2903736	96627	0	0
1888	94003	3091	0	2149
1889	3227638	65023	0	52419
1890	1762669	92071	15000	170867
1891	64850	0	0	0
1892	139545	8768	0	11835
1893	6274162	152965	4000	189650
1894	4505029	370356	0	268576
1895	72547	1552	0	1090
1896	312669	91774	1475	25932
1897	16418	2821	0	338
1898	1108748	66352	0	181017
1899	32816	2384	2298	633
1900	4290969	110512	0	176904
1901	2939556	125622	0	115459
1902	468942	11625	0	6463
1903	69427	12605	5880	7384
1904	199804	8256	0	6213
1905	135042	6106	0	3080
1906	310749	121487	0	14862
1907	210233	6885	487	13831
1908	520755	87891	0	22601
1909	97000	218216	0	0
1910	1156355	44622	0	88466
1911	817665	42823	5000	52152
1912	3986873	52405	0	70757
1913	6470980	61616	0	245281
1914	1150676	15490	0	60065
1915	253990	14063	10863	13259
1916	44439	1141	0	1156
1917	4658225	207846	0	140082
1918	55291	0	0	1294
1919	41981	3885	0	912
1920	729388	24759	5000	24037
1921	6819070	180126	5252	458627
1922	0	3248	0	89000
1923	1569245	48000	0	69000
1924	98418	2888	0	21077
1925	110397	9947	0	1269
1926	515290	13057	0	32580
1927	4165513	126746	0	674730
1928	5982	720	0	0
1929	958489	63820	5000	77257
1930	107384	8557	1157	34322
1931	55472	15154	0	117916
1932	25436	1086	0	1103
1933	537352	17550	8300	31701
1934	28312	4640	0	6513
1935	241454	9857	4270	10544
1936	171959	11548	0	133214
1937	1436364	26650	0	44639
1938	1296709	151130	0	55612
1939	1648373	62851	0	31379
1940	121823	2691	0	9163
1941	27619	5005	0	4699
1942	375999	7949	0	276
1943	785000	15212	0	40213
1944	9859280	288719	0	193872
1945	2372359	53402	0	37841
1946	506575	12984	0	18919
1947	1545513	78242	0	119580
1948	22506	1049	0	171373
1949	1553029	184268	4200	38252
1950	1067621	76643	0	35664
1951	4730229	59118	8000	156285
1952	10959604	339116	16000	323542
1953	301346	11705	1361	25008
1954	1377723	73628	14200	64811
1955	249746	8535	0	7339
1956	539095	30770	2500	34757
1957	4381495	66585	0	60635
1958	217785	10440	0	15279
1959	31648	5947	3800	5312
1960	200247	18878	2652	12946
1961	33608	7766	0	13684
1962	113157	5531	0	5799
1963	32785	6290	0	18411
1964	4057157	71706	0	146736
1965	2051630	34851	0	88482
1966	3165216	43973	7845	191933
1967	5760621	961052	7453	177058
1968	1469726	60018	11419	37737
1969	6950	1521	408	15738
1970	1172641	47452	0	19153
1971	1706288	44967	0	433891
1972	24465	1367	0	0
1973	3107608	43511	0	81698
1974	40537	3312	0	3060
1975	2571092	57964	0	92324
1976	10951	1100	0	14809
1977	35763	5520	0	677
1978	128031	50313	0	33843
1979	115802	10254	0	5395
1980	79140	2931	940	2730
1981	69721	4920	1455	3873
1982	38211	2251	0	1935
1983	275852	22721	62500	35995
1984	107579	24152	0	0
1985	216040	24009	2500	78884
1986	927214	216437	52092	38878
1987	239891	16251	0	5505
1988	2771918	223789	5000	56978
1989	193182	12717	5000	6889
1990	129531	2532	0	7183
1991	4503	1787	0	6290
1992	247877	16226	0	40604
1993	133877	7897	0	6768
1994	312817	24455	0	43744
1995	4603132	73815	0	184852
1996	233556	7808	0	8767
1997	80400	11003	29655	9594
1998	920198	7820	5000	24030
1999	2728752	39011	0	69654
2000	504440	28516	0	17494
2001	18692	1226	0	8663
2002	1996948	48824	565	86113
2003	63791	12936	0	2544
2004	2085046	32703	0	196130
2005	199943	36631	8340	116759
2006	1120635	38531	3851	17451
2007	0	5086	0	101360
2008	6800606	225730	0	130901
2009	1348532	45214	4452	35349
2010	520455	89984	0	103060
2011	395086	19609	0	41995
2012	574295	12764	7206	18429
2013	36887	13474	582	6676
2014	5719286	170010	16247	167889
2015	9108	1871	0	0
2016	299421	20286	0	18766
2017	76774	3579	0	8444
2018	1658658	71430	0	154853
2019	23624	1328	0	0
2020	543040	35505	17157	83717
2021	46407	3972	0	4423
2022	40161	2991	0	2148
2023	42990	3475	0	12564
2024	37175	1985	0	2769
2025	1154	0	821	3500
2026	2665634	93324	0	49386
2027	1639222	74783	1547	59013
2028	55767	3992	0	2838
2029	849607	7153	0	37905
2030	3718523	77373	0	130032
2031	4741644	64662	3500	166339
2032	55069	4293	0	5636
2033	123676	7921	3990	0
2034	31758	3520	0	3798
2035	1929482	29115	3553	46250
2036	224975	9875	8081	38932
2037	200251	21041	37500	10734
2038	68977	5246	0	6191
2039	1540237	27106	979	49274
2040	274357	6626	0	14642
2041	87495	9196	0	41000
2042	116575	7361	0	19951
2043	568269	52799	0	48699
2044	4539431	47588	0	114249
2045	243160	32208	0	147
2046	56711	3214	0	0
2047	3562079	95489	0	118374
2048	25977	1324	0	903
2049	78294	3241	1123	255
2050	586818	24318	0	26300
2051	60450	22009	0	1087
2052	480000	17885	0	0
2053	3149633	52529	0	180805
2054	156420	6627	0	2678
2055	157393	10222	0	1473
2056	108306	1685	0	1979
2057	18669	2962	0	5294
2058	416024	47743	0	23488
2059	99938	2828	0	29093
2060	53309	25312	3140	1690
2061	494288	17394	1636	34867
2062	120428	1882	0	9525
2063	738897	22014	0	49589
2064	170760	7886	0	3449
2065	53446	1521	0	0
2066	460243	27085	0	21372
2067	35664	2132	0	1300
2068	46363	1787	1708	0
2069	567223	29417	0	50000
2070	818956	23491	8830	5383
2071	109001	5717	5374	5889
2072	928000	15635	0	8500
2073	116585	3586	0	1650
2074	61741	3949	0	6817
2075	122756	4079	0	22224
2076	80975	15956	0	20580
2077	135288	4041	0	90766
2078	47068	2000	0	5400
2079	321183	27443	3879	14540
2080	101224	4003	0	94425
2081	2440729	32015	0	58842
2082	443494	68095	0	46697
2083	1348383	68727	7736	166373
2084	15658	876	0	5457
2085	172548	30533	35381	42614
2086	117086	37309	0	8546
2087	303371	10544	1213	17827
2088	1100233	15228	0	49707
2089	68186	6494	0	650
2090	31707	1404	16349	0
2091	126486	0	0	0
2092	29979	2579	360	1149
2093	54865	2891	0	6655
2094	58643	6552	0	9574
2095	2148135	39871	0	34342
2096	2659461	81455	0	174409
2097	97865	7026	0	4115
2098	207890	189438	0	25603
2099	18697	1224	0	1939
2100	779181	40423	5000	65818
2101	82376	4304	0	48379
2102	29868	2026	0	3938
2103	735910	83945	0	61682
2104	2989061	49529	0	42121
2105	5181	3462	0	2091
2106	153900	26178	2348	17953
2107	55147	5909	0	3270
2108	65505	13800	5000	35589
2109	21970	2623	3651	28200
2110	9879786	281034	0	194399
2111	108965	9376	0	9376
2112	132077	20028	0	12661
2113	782175	58936	15106	45957
2114	572122	28525	0	17047
2115	74716	3523	0	3552
2116	285173	17003	10216	22485
2117	289902	13229	5019	19598
2118	14209727	489959	0	801043
2119	84748	6191	2512	13146
2120	38675	2686	0	3192
2121	70763	7690	0	2587
2122	43405	1689	0	0
2123	122850	16369	2469	0
2124	63296	3750	0	4374
2125	1843860	62443	0	97591
2126	32117	4927	0	1234
2127	248941	12627	5866	15389
2128	6930202	280940	0	79697
2129	601782	22753	2014	19086
2130	45227	5278	0	11059
2131	3608949	185839	924	93442
2132	81173	6053	23283	465
2133	1534929	35606	0	46118
2134	704500	35889	0	18482
2135	1125759	122887	0	20000
2136	3290056	301025	7121	142113
2137	6321233	180493	0	243013
2138	2255334	93013	0	33848
2139	926692	0	0	17987
2140	5172662	152713	17442	142159
2141	9491268	195370	0	449074
2142	182177	6317	0	8190
2143	105970	8046	0	40756
2144	956681	35990	0	59061
2145	32965	832	0	0
2146	78618	17638	0	8293
2147	72203	2477	0	0
2148	10378	422	0	413
2149	195210	11393	4538	46602
2150	83565	7182	0	2998
2151	8693	768	0	0
2152	290693	17215	1048	23222
2153	5958357	72960	0	139500
2154	3583755	192897	29310	131656
2155	1062338	68443	2400	30631
2156	5817502	212194	0	293544
2157	57289	5756	914	34742
2158	2087000	20194	0	72489
2159	394289	16750	2477	31875
2160	107091	57359	0	0
2161	114630	22490	4500	27786
2162	1760203	27469	0	220523
2163	3647029	147864	2500	152657
2164	7023	730	0	815
2165	20446	1408	35000	5884
2166	133180	6238	0	1659
2167	123211	17733	0	5823
2168	74385	4289	0	709
2169	176772	12980	0	16938
2170	1023229	174536	1477	54990
2171	6482384	602487	5000	141587
2172	372173	61532	6858	17303
2173	469724	8871	0	11685
2174	457178	62085	7000	20119
2175	81616	5595	0	10704
2176	78664	2442	0	8477
2177	38582	5804	0	6607
2178	33575	1436	0	3480
2179	158060	9702	0	4702
2180	3116197	202737	0	378537
2181	657401	51607	0	36954
2182	102529	5489	4000	71960
2183	183736	60231	0	106299
2184	5184152	117800	29299	101094
2185	1687616	50761	0	39392
2186	324476	28071	14671	23296
2187	270444	13480	14893	13564
2188	33240	0	0	11395
2189	2867174	36616	0	22367
2190	317947	9348	12052	8704
2191	1568080	465011	13805	413987
2192	403773	26574	3672	23623
2193	86738	8723	779	11301
2194	1251066	34341	0	50319
2195	28069	1693	4170	300
2196	1158393	42272	0	88691
2197	390697	38637	0	7750
2198	448732	18655	0	21114
2199	610412	16936	0	5258
2200	226317	20910	0	0
2201	567769	66488	40392	29471
2202	449840	46968	3379	12154
2203	311221	8214	0	17626
2204	216032	14213	0	33557
2205	1993935	40097	0	414874
2206	7511337	1032335	85694	122411
2207	3535601	94880	0	64893
2208	22147	6958	27738	0
2209	1766731	39755	8681	49100
2210	21317	10058	0	5263
2211	2707004	60587	0	106437
2212	384968	25387	0	7589
2213	21237	3568	0	702
2214	35375	4857	220	28672
2215	6639884	98765	7329	155824
2216	183234	9037	4725	26611
2217	127621	7307	0	3811
2218	193916	17048	0	27204
2219	46153	1475	921	5130
2220	443926	17446	0	33783
2221	102974	23921	0	2000
2222	13488258	470831	51735	1197281
2223	984718	77588	9008	31105
2224	76713	12096	0	9413
2225	44205	6325	3510	2446
2226	755260	2048	0	17383
2227	27559	1984	0	973
2228	24832	1147	0	2329
2229	5335	8161	0	5490
2230	25668	951	0	3622
2231	253575	6458	0	19671
2232	99868	3312	0	1759
2233	269485	7972	0	10891
2234	1057025	48216	200000	114868
2235	87502	4003	0	8975
2236	22959	2808	0	3576
2237	111700	36159	0	54868
2238	11202514	450908	4458	253965
2239	707020	11374	0	9174
2240	174421	63185	0	11297
2241	22823	2272	0	650
2242	1720252	71443	5000	53137
2243	144843	16921	10241	16000
2244	89080	10460	0	1811
2245	116303	17107	9152	24773
2246	3461541	709252	0	91324
2247	34957	944	0	4050
2248	61000	65648	0	5000
2249	88141	8322	3585	6141
2250	331002	27564	7988	25287
2251	408571	101126	25158	57221
2252	967797	201155	0	124381
2253	227655	10346	5000	13854
2254	65387	2521	0	4343
2255	29881	1413	719	4683
2256	215544	42498	726	23103
2257	548111	40898	0	23391
2258	204151	8368	1840	19156
2259	935628	96154	0	60048
2260	389649	39595	3289	29700
2261	238645	23034	3276	16665
2262	54652	4986	0	1287
2263	116600	2923	0	0
2264	1308256	82333	0	67675
2265	5331653	143700	0	88538
2266	80383	1859	0	500
2267	33385	3727	0	1102
2268	301156	11998	2943	78788
2269	26689	1768	0	6089
2270	158065	2952	1097	5652
2271	139438	6447	2500	5639
2272	273643	8667	2230	8170
2273	65143	2790	478	5287
2274	493499	13580	0	33100
2275	129343	14628	0	15681
2276	243123	10203	5000	0
2277	500861	15441	0	9313
2278	3134290	139222	0	239405
2279	120415	7904	0	5692
2280	15813	873	0	8198
2281	65965	3186	0	389
2282	384735	26590	0	7833
2283	44351	49317	0	113
2284	9664	685	0	8414
2285	6822924	72123	5000	132690
2286	31411	909	860	2041
2287	15798	1474	1470	6919
2288	164795	6556	0	10181
2289	1911641	85909	0	110460
2290	74279	4379	0	4970
2291	128097	6370	0	4427
2292	16166	1656	0	14429
2293	38484	4244	0	1465
2294	66944	4061	0	4679
2295	568161	40330	3948	45626
2296	5677016	205399	133589	225370
2297	1666909	16939	0	53600
2298	55976	1652	425	6346
2299	868149	49978	0	49132
2300	384708	54749	5000	35553
2301	84720	4243	3000	16344
2302	215385	21626	0	66921
2303	3052451	42373	4177	122249
2304	3847804	129978	0	384532
2305	28050	6449	0	1213
2306	13331	1290	0	703
2307	24867	1457	0	0
2308	54018	1040	0	745
2309	15292	4084	0	2309
2310	2039688	54449	3500	45626
2311	112981	15531	6881	15020
2312	5986	3581	0	12477
2313	1162399	40873	0	170854
2314	175679	11057	0	14916
2315	1150794	23455	0	35364
2316	1707141	67006	0	49295
2317	198512	15624	4637	19659
2318	3450000	55357	0	345277
2319	35189	4209	438	1579
2320	127469	4096	0	14677
2321	202305	24367	0	0
2322	5771752	86898	0	454544
2323	619538	28468	0	44516
2324	20922	3720	0	17285
2325	73478	2342	0	0
2326	771353	9331	0	33355
2327	285587	9891	0	8211
2328	3585478	58904	0	174363
2329	12201	5231	0	113
2330	2216866	59056	0	21638
2331	371595	55620	3861	20879
2332	3479045	33882	0	106861
2333	1002211	36454	0	482100
2334	31485	6416	0	5688
2335	704857	18292	0	46949
2336	33489	2008	0	3167
2337	83001	0	0	475
2338	642838	23058	0	134854
2339	0	8966	0	0
2340	1962326	154101	0	108776
2341	653196	15109	0	34318
2342	13360	981	0	22041
2343	40470	2818	0	28280
2344	82500	2064	3959	4583
2345	2404355	15737	0	39148
2346	930281	26114	5000	3902
2347	227860	6008	0	5720
2348	111284	5393	1058	2282
2349	7001	2926	0	556
2350	138200	1991	1005	2155
2351	88340	2288	0	0
2352	200595	5173	0	81482
2353	2592058	53802	4226	156357
2354	479363	19912	0	20822
2355	658045	16792	0	29180
2356	219255	6344	0	6801
2357	144485	5438	0	49585
2358	39898	2360	0	870
2359	236114	5338	5000	12518
2360	69396	992	0	3292
2361	58913	2404	0	2447
2362	273878	6826	0	6980
2363	183741	4886	0	1866
2364	27774	8344	0	1029
2365	255573	5185	0	9326
2366	32475	2485	0	21227
2367	217359	7628	0	8114
2368	22735	2432	0	0
2369	194974	5174	0	8817
2370	62425	3550	4900	6790
2371	37066	1516	4510	8064
2372	979195	18209	0	35920
2373	168555	3585	2500	16785
2374	3323	2127	1979	1113
2375	395916	12390	2000	5304
2376	51659	1953	662	13283
2377	49495	6699	5000	3084
2378	555602	13817	0	0
2379	165651	4565	0	0
2380	17968	9201	0	0
2381	144145	3131	2200	0
2382	159425	3331	0	9134
2383	11078	1945	0	30614
2384	1015	42266	0	0
2385	144728	5921	0	149
2386	10663	818	0	2584
2387	140264	2826	0	6150
2388	305654	24180	0	9294
2389	47853	4014	0	2557
2390	1535688	111292	0	65016
2391	385438	32124	0	14240
2392	206160	491	0	5450
2393	488358	36433	0	17145
2394	345263	55305	0	4767
2395	144912	10219	8000	9803
2396	129979	5656	0	4759
2397	1294869	66188	0	54775
2398	176734	6799	0	7246
2399	42944	1310	0	2288
2400	722866	71433	0	18490
2401	550763	33771	0	15675
2402	155129	1087	0	3373
2403	13323	88146	0	8046
2404	1658011	45043	0	34497
2405	1093072	65204	9629	16061
2406	10476449	698947	91759	365458
2407	842581	79986	0	57210
2408	1582856	228584	0	84320
2409	873579	61720	0	21353
2410	112806	11288	0	5410
2411	2033007	127082	2235	60367
2412	1029917	49506	0	15126
2413	3816538	73963	0	89033
2414	4317501	287927	0	92775
2415	3022465	174390	0	227833
2416	9540262	658323	52000	656463
2417	1319923	103405	0	308549
2418	5067650	497510	6795	78237
2419	121378	29722	0	2420
2420	104375	16986	0	1087
2421	136821	17333	4218	1802
2422	6890464	1116075	0	124678
2423	587727	27050	0	15948
2424	257698	10347	3168	9634
2425	196410	7743	0	3960
2426	125728	4739	0	1495
2427	4425946	467331	0	105990
2428	2561564	131385	0	74876
2429	183055	12872	0	2664
2430	629968	48626	8205	21978
2431	100646	9133	1123	3315
2432	196621	24814	0	7307
2433	1009534	71323	0	27466
2434	5130233	345538	0	117978
2435	446158	26213	0	15577
2436	1021948	56581	2000	21238
2437	263007	17558	4211	4750
2438	1617685	101453	0	77214
2439	797485	49376	0	12385
2440	296046	24766	0	14488
2441	2144994	122881	0	87786
2442	214741	19039	0	12073
2443	461623	15371	0	13370
2444	78578	2820	0	500
2445	462069	14142	0	10911
2446	1431422	103835	0	113457
2447	575630	41537	0	24865
2448	133634	8065	0	4989
2449	149311	9615	0	9050
2450	795275	29557	0	22781
2451	89961	5463	0	23809
2452	10945123	850592	229304	1018342
2453	3999079	301259	0	183677
2454	286693	22356	0	22950
2455	21588318	1567582	0	1961699
2456	595122	37041	0	14666
2457	1015186	69356	8167	27505
2458	257139	20074	7288	2578
2459	241529	9453	0	7786
2460	68371	6293	1821	1967
2461	75642	7002	0	5206
2462	1255131	78990	0	39400
2463	111732	8221	0	4041
2464	823254	48307	0	45457
2465	293957	14619	0	5366
2466	832543	58427	2899	117548
2467	1306095	64574	6786	74990
2468	606312	29088	0	26592
2469	686576	31420	2893	10629
2470	1736793	114700	0	59740
2471	415647	28953	5580	6710
2472	951323	63233	0	82003
2473	97877	7548	0	23138
2474	11596	223	0	90
2475	40115	1349	0	316
2476	109138	839	0	6660
2477	251573	12940	0	11657
2478	151563	5636	0	2315
2479	123024	6145	0	4679
2480	751885	49984	0	30424
2481	56611	3487	0	1078
2482	215160	12302	0	4463
2483	126120	7154	0	1031
2484	1939351	177402	7713	76569
2485	130966	9435	0	3682
2486	204276	8605	0	7068
2487	297923	34250	0	12275
2488	80215	513	0	9132
2489	1220570	51773	0	17654
2490	94624	6184	0	1954
2491	102344	4642	0	1229
2492	81369	6638	0	860
2493	68509	4686	0	1282
2494	743355	26595	0	120469
2495	5054933	440341	0	289127
2496	97604	6696	0	2544
2497	173209	17663	0	6722
2498	96264	7377	0	1125
2499	134187	11577	0	4871
2500	216632	12260	0	137793
2501	490462	38383	7730	16301
2502	108659	6013	0	2304
2503	1312682	95365	0	51023
2504	135986	7610	0	2700
2505	105179	2315	0	5666
2506	1321490	98763	0	32485
2507	199207	27939	0	5454
2508	4858077	353082	10000	162982
2509	289808	26795	0	3768
2510	469040	28316	0	18629
2511	101498	8720	0	7364
2512	1208320	108734	0	29083
2513	51520	3752	0	3312
2514	314641	21392	0	101170
2515	827608	43050	0	37938
2516	303297	23427	0	13893
2517	101643	6142	0	2469
2518	3199556	238152	20999	184677
2519	916912	46679	0	50419
2520	910613	63187	0	428417
2521	67531	5579	0	745
2522	1571461	77546	0	80220
2523	482585	44230	0	154333
2524	54933	2858	0	530
2525	84592	8048	0	10731
2526	115421	4868	0	2419
2527	52158	447	0	2183
2528	8765	833	0	60
2529	120315	12311	0	5061
2530	1696979	104436	0	53749
2531	24163	179	0	2458
2532	73708	2375	0	2476
2533	144995	6992	0	3480
2534	20808	1138	0	0
2535	785329	38345	0	26278
2536	872876	66913	0	34588
2537	592927	44615	0	385724
2538	3909924	332896	0	176195
2539	676572	43613	0	76341
2540	38346	4137	0	910
2541	333656	21243	0	90798
2542	77720	4992	0	378
2543	21872	2204	0	204
2544	121375	7304	0	2303
2545	11619	116	0	5564
2546	273705	22950	0	12039
2547	420939	24574	0	7833
2548	236892	20361	0	7467
2549	23629	2923	0	450
2550	155345	12036	0	6335
2551	1890078	129778	0	77747
2552	230908	27417	0	10106
2553	468101	36849	0	21493
2554	52527	530	0	974
2555	214483	21919	0	6902
2556	94928	7937	0	5825
2557	446987	33246	0	11190
2558	1431380	125228	0	38383
2559	412014	29988	0	20468
2560	7036706	419982	0	291148
2561	862788	127733	1888	23671
2562	54589	2606	0	1265
2563	358838	23738	0	24482
2564	774176	54944	0	25536
2565	71476	4745	0	912
2566	1071142	85199	0	11748
2567	278907	15155	0	9003
2568	317422	51393	8708	15504
2569	5550803	468363	0	72112
2570	583970	27567	930	12318
2571	1255641	34547	0	14210
2572	214580	8792	0	14642
2573	910078	42427	0	44113
2574	6184424	369483	0	171366
2575	457506	10569	0	17496
2576	6533797	295298	0	400259
2577	293218	28280	0	13669
2578	3246113	142938	0	155058
2579	136714	5932	0	3741
2580	1237354	75051	0	79072
2581	606350	44602	1799	18206
2582	170693	11346	0	6113
2583	1247443	57362	0	42761
2584	1938657	83357	0	50916
2585	1470709	84540	0	48773
2586	4873785	318927	17434	167418
2587	183481	7127	0	22884
2588	927728	60997	0	8651
2589	32813526	2866321	258305	2711635
2590	434480	60331	10000	22868
2591	1694099	148506	7398	72491
2592	730022	28395	0	13806
2593	883328	67521	10000	26817
2594	3120070	183986	75000	73243
2595	459583	26286	0	24452
2596	1399887	110433	0	34726
2597	1722346	116339	0	61011
2598	163481	11447	0	5489
2599	1443730	88493	0	29196
2600	1002970	44998	0	28395
2601	2656656	232527	0	82627
2602	1892490	157738	0	76780
2603	352300	34539	0	17963
2604	1621990	139163	0	59225
2605	1063349	89015	0	46516
2606	602403	53466	4250	26479
2607	164020	13308	0	22746
2608	242977	13858	0	7295
2609	103726	12253	0	953
2610	104163	7832	0	4277
2611	659969	41842	0	21058
2612	393809	28745	3194	11195
2613	0	0	0	225862
2614	661508	44891	0	25812
2615	249964	14882	0	4354
2616	352637	29168	0	20630
2617	397460	33968	0	10586
2618	852698	59310	0	25123
2619	12083	0	0	3899
2620	1661952	60622	0	40559
2621	776857	49296	0	35442
2622	502646	31547	0	11728
2623	684602	41854	0	54359
2624	464484	46365	0	25576
2625	3322	4003	120	470
2626	3224	3927	0	1604
2627	5067	3615	328	1000
2628	1684	3927	570	2630
2629	4470	3095	695	1100
2630	1479	40	0	0
2631	7353	3494	0	2602
2632	3176	4040	0	1025
2633	4040	3829	441	2183
2634	9028	4107	450	400
2635	6439	4080	167	3985
2636	8781	4077	0	616
2637	3989	4003	259	2170
2638	8050	4476	172	12545
2639	6414	4079	450	1000
2640	4225	2982	1073	950
2641	6759	4124	0	1532
2642	10049	4079	1899	1000
2643	19500	4414	42	85
2644	7118	4492	131	4884
2645	9315	4138	0	0
2646	14113	4503	0	1078
2647	11074	4396	0	1991
2648	6469	9873	2004	4280
2649	12500	4579	0	1000
2650	11949	4378	0	6520
2651	9671	4199	0	0
2652	19909	4647	440	3200
2653	21980	4377	450	0
2654	14600	4894	120	2012
2655	30590	4904	269	0
2656	14721	7322	0	1600
2657	32585	7378	0	1797
2658	40500	7676	812	13138
2659	50643	7777	0	2660
2660	66107	7795	0	24622
2661	69585	7807	689	13730
2662	51782	8329	207	9426
2663	70511	8028	0	22711
2664	59225	8319	0	413
2665	94623	8208	450	12422
2666	166216	10780	2019	18091
2667	18341	10090	733	3623
2668	144721	9952	570	48754
2669	104478	10363	0	15668
2670	86550	10543	0	3315
2671	175568	11343	2543	3554
2672	143821	11830	570	9216
2673	200985	17277	716	6071
2674	198542	2486	2469	4273
2675	700000	22903	212	69392
2676	1377500	25861	0	51400
2677	2752648	71441	437	105774
2678	9505	2305	0	2
2679	4700	1347	0	478
2680	7000	109	0	435
2681	4735	166	2019	20
2682	7267	2114	0	259
2683	24116	1511	0	3663
2684	11316	1380	0	0
2685	12000	3218	0	0
2686	11434	1617	0	2787
2687	16600	3198	324	786
2688	30908	4190	424	2450
2689	22158	3243	338	0
2690	41254	3354	0	1265
2691	15544	4305	0	0
2692	30550	5893	400	2260
2693	46460	3257	0	0
2694	672344	3679	2349	12450
2695	16349	6853	0	0
2696	41475	7312	0	2630
2697	18985	5860	0	2840
2698	58366	7011	0	2174
2699	27769	284	4708	7762
2700	61990	540	0	1054
2701	32207	6797	6450	5000
2702	86221	8167	2280	1850
2703	102058	8775	549	17210
2704	75150	8597	0	5110
2705	86235	9570	0	5865
2706	238666	1610	3190	18680
2707	217088	8531	120	6518
2708	187743	9699	0	3190
2709	360410	10430	431	7194
2710	508799	8865	570	3268
2711	857311	13642	241	89679
2712	819703	10937	0	74654
2713	2704359	25122	38428	229823
2714	7707	6951	0	2275
2715	13760	10841	1308	406
2716	14461	11420	89	8073
2717	21770	15055	0	1651
2718	24578	15196	620	3068
2719	16211	10891	120	0
2720	19000	10904	494	2030
2721	143751	11434	2469	2261
2722	49282	15160	2159	19536
2723	43242	15569	1269	6538
2724	32022	16559	0	1000
2725	77457	15447	0	8894
2726	35375	15294	2341	4960
2727	60660	15329	120	6734
2728	71913	687	157	41140
2729	52963	15413	2555	8867
2730	219896	1973	0	1441
2731	57763	15556	331	6176
2732	84530	730	1159	68223
2733	46442	16918	0	2562
2734	328578	23726	0	17492
2735	121726	19148	2990	11952
2736	131619	18945	0	6046
2737	161433	19272	239	19072
2738	132506	19854	0	11065
2739	642749	3725	0	32615
2740	151378	22969	264	79979
2741	247992	19692	27786	7215
2742	309324	23837	0	18591
2743	121775	18100	1899	2500
2744	51971	4920	211	3049
2745	527282	3340	2190	27966
2746	36743	351	450	1145
2747	781851	31518	570	29950
2748	477122	30936	0	15362
2749	1109875	45039	0	59412
2750	4075388	46671	0	298908
2751	3383260	94684	0	188512
2752	14760816	62820	2400	3080992
2753	5974036	54448	2744	2774311
2754	22082568	308543	0	1513088
2755	8891	3029	0	0
2756	3949	4083	0	200
2757	3543	3053	0	710
2758	4025	3094	0	1194
2759	5500	4151	1343	0
2760	5079	3088	0	0
2761	11382	3157	0	296
2762	10651	3145	0	0
2763	72899	3832	855	24562
2764	18335	3774	143	1098
2765	37329	4468	1899	885
2766	160380	4740	421	12636
2767	67360	4621	2614	7623
2768	149595	6780	788	25809
2769	57403	4333	0	255
2770	43183	919	0	37781
2771	126495	925	616	4802
2772	70687	4165	0	415
2773	212753	7136	2702	15200
2774	247604	7440	7342	19469
2775	8350	4512	570	425
2776	16753	5740	1899	178
2777	2000	913	0	0
2778	2518	3398	0	1046
2779	5072	4533	0	13122
2780	6102	2851	0	0
2781	5800	3257	0	6908
2782	8500	4356	0	196
2783	14285	4608	0	0
2784	9201	2934	0	1572
2785	7400	1515	0	45
2786	9983	3725	0	4049
2787	11050	3260	0	0
2788	11091	6717	2360	2746
2789	19858	5554	0	6370
2790	13761	3184	0	329
2791	11645	4249	0	61
2792	43500	9309	1420	2629
2793	4713	177	150	0
2794	8000	5423	0	6482
2795	15000	4368	120	0
2796	16820	4483	0	595
2797	7640	4255	0	0
2798	16300	5860	0	100
2799	24697	10128	120	0
2800	30228	3148	0	1356
2801	43500	6165	0	83
2802	49259	5149	0	143
2803	16478	4441	0	0
2804	48827	7757	0	2501
2805	17827	5935	120	2550
2806	24251	6430	0	7770
2807	19423	7045	2560	5911
2808	17822	699	332	0
2809	15167	6536	0	1098
2810	44000	6998	576	0
2811	70000	9230	0	5000
2812	41026	8490	120	5400
2813	24933	9943	0	1653
2814	61161	14898	0	10840
2815	62156	8362	155	2000
2816	81622	14448	1393	5986
2817	82120	9093	0	2899
2818	32864	6330	0	2615
2819	114700	18268	373	7007
2820	91763	10847	0	2039
2821	63942	15830	807	13872
2822	96225	13526	120	6919
2823	69962	14114	0	3782
2824	112003	9844	0	8017
2825	197947	12691	1265	10007
2826	51330	12950	0	4915
2827	133458	20612	570	42517
2828	401100	65930	649	92777
2829	67966	1340	0	86042
2830	32370	896	120	0
2831	227148	22350	3279	10001
