Operating Revenue ID	Local Government Operating Revenue	State Government Operating Revenue	Federal Government Operating Revenue	Other Operating Revenue
4632	1218918	112094	0	0
4633	10537032	460193	172028	96832
4634	3027558	179045	3053	94395
4635	456761	86865	20000	71041
4636	491849	118484	0	500
4637	9478231	225346	13433	328878
4638	548128	114265	1255	60823
4639	7320637	287903	119481	122937
4640	721735	108442	0	5052
4641	1619212	104390	0	43000
4642	8071059	312034	0	222565
4643	519908	96942	0	10559
4644	1209368	162175	0	21621
4645	1212854	101173	213020	21647
4646	2872241	127816	0	65751
4647	2215118	141689	0	0
4648	1476862	189308	2414	55498
4649	525766	105128	0	19286
4650	362086	78781	0	14320
4651	558107	99609	20923	27866
4652	27118373	551724	130645	6270585
4653	1648144	124315	100964	312421
4654	3232532	273685	30000	289850
4655	1793230	208331	22536	166495
4656	667312	99420	0	0
4657	1826649	184113	99683	171969
4658	456029	74485	0	6349
4659	2101746	173524	20000	225710
4660	766200	205625	0	103558
4661	1558872	136310	0	99144
4662	2771654	167385	0	29750
4663	450642	119560	0	24280
4664	661575	115870	0	52143
4665	311539	97548	0	14846
4666	1192368	109707	0	0
4667	1099484	83237	11980	0
4668	4288187	181264	0	172606
4669	749345	104669	1597	75843
4670	18968744	533622	0	125000
4671	1695732	159609	0	0
4672	1435350	126872	0	59925
4673	2411086	28308	0	223461
4674	265642	4205	14848	0
4675	1724817	25776	0	100348
4676	4503048	77490	0	0
4677	1737992	21700	0	93823
4678	235126	13758	0	1501
4679	739208	6896	3465	40633
4680	402641	9559	0	26062
4681	597055	9108	0	0
4682	392476	78842	0	17260
4683	211880	3527	0	0
4684	2258521	170282	16237	16237
4685	1856720	95689	20000	117921
4686	3739877	213896	0	771
4687	1120015	112836	49999	0
4688	164158	83264	31951	13842
4689	1670432	100727	0	45115
4690	388000	90000	0	0
4691	41893	9948	0	1603
4692	681274	110372	0	15150
4693	3242	0	0	5494
4694	32743	16327	0	20000
4695	2128175	200000	0	182727
4696	133782	12911	3656	5469
4697	13270	0	0	17520
4698	155853	20631	0	15138
4699	155590	43736	7876	0
4700	33001	4158	0	14130
4701	37380	2973	0	354
4702	87026	11753	0	8614
4703	31871	2003	0	3386
4704	85823	9982	0	14077
4705	782576	128726	0	87128
4706	71428	27674	0	42343
4707	85464	16952	0	2277
4708	6500	1027	0	15201
4709	9307	1417	0	8763
4710	32226	1363	0	3161
4711	3521202	162645	0	106055
4712	12284	3813	0	6265
4713	41991	1110	0	12248
4714	38400	10213	0	4000
4715	2192640	153307	0	142486
4716	84545	9576	0	9103
4717	23851	3257	0	9046
4718	21995	1677	0	0
4719	21370	3080	0	50199
4720	64809	8267	0	6784
4721	146158	15333	0	10222
4722	15823	3000	0	2000
4723	42946	16127	0	999
4724	7044	765	0	40
4725	23055	3449	0	12603
4726	8483	0	0	3011
4727	258862	38447	0	7458
4728	2814	1745	0	240
4729	5778	657	0	3770
4730	87791	747	0	695
4731	30088	4291	0	19172
4732	4775	389	0	10609
4733	2077	340	0	2102
4734	28188	2846	0	6274
4735	132741	65899	0	10222
4736	425923	47551	0	8056
4737	-3	-3	-3	-3
4738	1090940	90498	0	82340
4739	21661	1195	0	4549
4740	507749	34100	0	65471
4741	8400	1101	0	966
4742	2936	1996	0	4734
4743	28349	2855	0	4224
4744	50853	1958	0	3517
4745	15682	1892	0	544
4746	8102	2142	0	0
4747	15067	0	0	3958
4748	5100	452	0	11000
4749	7491	1302	0	4811
4750	4862	0	0	5320
4751	13650	9607	0	75
4752	5540	1561	0	3582
4753	13350	792	0	5022
4754	247973	31540	0	18811
4755	10075	10386	0	200
4756	22982	1522	0	5963
4757	274074	19273	0	4878
4758	17071	1272	0	8195
4759	848790	39699	0	26292
4760	370305	105256	0	54627
4761	4400	1019	0	0
4762	1826	372	0	3780
4763	1728	565	0	606
4764	9385	707	0	428
4765	-3	-3	-3	-3
4766	-3	-3	-3	-3
4767	3174	342	0	150
4768	2430	652	0	22871
4769	1306	0	0	231
4770	7846	962	0	38
4771	516	246	0	664
4772	1300	1428	0	9178
4773	100680	1248	0	3770
4774	48188	755	0	750
4775	4816	829	0	1125
4776	40200	1603	0	27092
4777	4558	0	0	0
4778	95000	750	0	3203
4779	20724	0	0	994
4780	28902	200	0	1632
4781	9556	0	0	200
4782	98516	1340	0	1105
4783	156239	1640	1000	4017
4784	136420	1111	0	8634
4785	213251	1013	0	45
4786	18800	684	0	2274
4787	18200	838	0	2250
4788	12905	593	0	0
4789	78270	1000	0	2327
4790	130500	961	0	0
4791	76250	0	0	0
4792	459650	2510	0	48290
4793	35000	1026	0	676
4794	3528	0	0	0
4795	28510	856	0	3350
4796	974686	8503	0	33113
4797	2645	713	0	967
4798	97894	2443	0	4628
4799	407590	1564	0	7092
4800	43235	200	0	2218
4801	25675	859	0	96
4802	179618	1120	0	12041
4803	9000	578	0	7139
4804	183620	1121	0	2755
4805	9046	194	0	7781
4806	9350	810	0	1090
4807	45740	0	0	0
4808	5930	0	0	0
4809	12250	200	0	2600
4810	66500	200	0	3383
4811	8487	927	0	1258
4812	15622	628	0	1606
4813	136871	2531	0	23844
4814	25487	654	0	0
4815	295173	2100	0	6750
4816	40950	658	0	0
4817	13000	0	0	0
4818	28921	3128	0	1000
4819	40300	1041	0	3873
4820	10963	628	0	994
4821	1215558	7538	0	32300
4822	220965	1963	0	427
4823	52091	865	0	0
4824	58663	965	0	1034
4825	397906	1786	0	38513
4826	17584	673	0	0
4827	19657	1705	0	0
4828	25675	200	0	0
4829	37042	0	0	750
4830	9600	200	0	160
4831	3972	200	0	0
4832	25000	640	0	153
4833	42300	626	0	2500
4834	25004	1060	0	1438
4835	27256	855	0	0
4836	41324	1097	0	1488
4837	17154	200	0	1492
4838	44122	715	0	775
4839	32825	2599	0	0
4840	15991	1014	0	1376
4841	23872	1206	0	5036
4842	198806	1159	0	19623
4843	15783	604	0	294
4844	48019	821	0	1000
4845	263594	998	0	19094
4846	5274	600	0	778
4847	73175	865	0	1216
4848	1074962	4634	0	38583
4849	76576	964	0	200
4850	52345	709	0	720
4851	108600	990	0	8909
4852	16682	0	0	2061
4853	457358	1608	0	6126
4854	57562	20431	0	1188
4855	230279	1122	0	9833
4856	1682154	8235	0	87105
4857	67328	902	1000	6356
4858	19788	822	0	1147
4859	8352	924	0	1255
4860	110690	1209	0	940
4861	7992	917	0	1245
4862	103451	920	0	0
4863	19398	249	0	200
4864	1091441	6845	0	2548
4865	10016	316	0	0
4866	8305	200	0	194
4867	80633	900	0	16233
4868	41110	645	0	543
4869	41101	803	0	25000
4870	436977	3222	0	12217
4871	32166	1863	0	562
4872	41386	853	487	7416
4873	55371	202	0	1217
4874	41535	626	0	2386
4875	95319	1012	1558	6220
4876	1500042	7593	0	2183
4877	120000	2100	0	0
4878	21767	648	0	0
4879	8000	200	0	0
4880	443666	4534	0	13167
4881	8510587	90717	0	771761
4882	3088	0	0	274
4883	17250	597	0	1010
4884	24311	676	0	2208
4885	68000	880	0	3000
4886	18880	599	0	0
4887	50528	1065	1932	12500
4888	281345	1335	0	21214
4889	3784	245	0	0
4890	22922	822	0	0
4891	36300	870	0	750
4892	13937	0	0	887
4893	75000	974	0	0
4894	9210	0	0	1890
4895	116266	1097	0	0
4896	62482	935	0	10479
4897	35255	657	0	0
4898	36050	649	0	0
4899	485118	2001	0	55287
4900	137828	2153	0	851
4901	17875	614	0	0
4902	39700	712	0	784
4903	21500	200	0	1222
4904	1408376	5209	0	2329
4905	35300	883	0	11777
4906	4800	200	0	6475
4907	1118084	5332	0	1532
4908	14516	620	0	750
4909	75930	1820	0	20000
4910	223784	9739	0	2406
4911	12938250	132147	238558	884318
4912	207931	936	0	26999
4913	18485	826	0	856
4914	93600	1714	0	14174
4915	33702	614	1745	10968
4916	27278	873	0	2228
4917	43527	853	0	0
4918	38000	876	0	2850
4919	35867	853	0	0
4920	17942	200	0	16441
4921	14090	620	0	1010
4922	65461	853	0	11236
4923	21853	842	0	649
4924	96042	665	0	2895
4925	110133	1177	0	1008
4926	15556	625	0	2250
4927	48763	1699	0	464
4928	331085	2026	0	27504
4929	25144	617	0	2330
4930	30657	1677	1000	422
4931	7910	0	0	0
4932	1429	591	0	801
4933	56046	1461	0	4946
4934	80090	900	0	0
4935	37862	1609	0	20677
4936	5572	200	0	0
4937	52815	938	0	0
4938	34500	861	0	0
4939	101411	0	0	1365
4940	11890	200	0	1281
4941	205122	1511	2000	1328
4942	650488	2690	0	24443
4943	44000	1051	0	25
4944	435348	2001	0	28715
4945	26795	0	0	836
4946	34344	599	0	0
4947	4945	834	0	1132
4948	441459	2846	0	4000
4949	25191	1060	0	1439
4950	7650	0	0	2350
4951	383419	8603	0	32546
4952	11348	0	0	0
4953	76580	718	0	8885
4954	87631	948	0	6903
4955	8553	298	0	792
4956	13095	200	0	3372
4957	70359	902	0	3743
4958	25377	1061	0	1440
4959	30770	200	0	618
4960	34838	770	0	30
4961	57485	959	0	0
4962	9889	950	0	1290
4963	12825	200	0	1232
4964	72448	733	0	0
4965	1500	1325	0	1087
4966	74808	1158	420	4310
4967	3253	754	0	1023
4968	16932	622	0	1112
4969	16000	597	0	0
4970	163388	2116	0	12458
4971	67840	1495	0	1858
4972	25424	1392	0	5291
4973	22521	1658	0	681
4974	5728	861	0	1168
4975	275850	2538	0	173481
4976	59550	910	0	15273
4977	22211	200	0	9768
4978	82920	1096	0	34256
4979	18275	200	0	1008
4980	24400	663	0	922
4981	314099	2676	0	7849
4982	36000	870	0	8579
4983	213550	2933	0	2750
4984	50000	751	0	10948
4985	14284	1000	0	1358
4986	27240	200	0	967
4987	38726	905	0	4250
4988	38000	0	0	0
4989	50317	1634	0	3675
4990	47615	753	0	619
4991	438856	1542	0	22574
4992	28067	571	0	2483
4993	12446	983	0	1333
4994	69963	895	0	1500
4995	36045	1856	0	4181
4996	6560	589	0	13041
4997	8925	200	0	4335
4998	15806	1013	0	1374
4999	818968	5529	0	63621
5000	94527	4360	0	1463
5001	126951	1056	0	17616
5002	1740	0	0	0
5003	0	0	0	28495
5004	30000	648	0	1021
5005	24750	661	0	16
5006	608200	1831	0	0
5007	675736	6823	0	17877
5008	506326	2087	0	20536
5009	20000	616	0	1750
5010	99308	1148	0	0
5011	25770	0	0	0
5012	3099	251	0	0
5013	12446	983	0	1333
5014	47193	909	0	7619
5015	5681	200	0	0
5016	17165	0	0	4214
5017	13778	996	0	1351
5018	4773	827	0	1123
5019	8000	0	0	0
5020	15345	1009	0	1369
5021	0	0	0	2186
5022	7365	904	0	1227
5023	5075	839	0	1138
5024	25144	1060	0	1439
5025	19279	1019	0	1750
5026	13042	989	0	1342
5027	16000	200	0	4699
5028	5720	0	0	0
5029	38000	0	0	0
5030	19745	1037	0	1407
5031	14653	1003	0	1362
5032	4120	202	0	0
5033	19559	1036	0	1406
5034	5335	0	0	2292
5035	30326	1076	0	1459
5036	6212	875	0	1187
5037	2645	713	0	967
5038	6080	871	0	1182
5039	19002	1033	0	1402
5040	210593	482	0	35894
5041	25000	0	0	22080
5042	160541	100	0	31625
5043	46302	0	0	0
5044	119900	0	0	3371
5045	289319	0	0	32343
5046	554862	0	0	33849
5047	274360	0	0	112592
5048	980827	0	0	17616
5049	410683	0	0	6162
5050	51231	100	0	16808
5051	259421	0	0	2324
5052	17000	0	0	936
5053	1545893	0	0	7662
5054	98069	0	0	3000
5055	190959	0	0	13907
5056	804013	0	1519	19105
5057	238103	175	1855	24414
5058	1176580	0	0	93689
5059	168120	0	0	6147
5060	141841	0	0	6142
5061	18800	200	0	500
5062	99265	0	0	1000
5063	55503	0	0	3556
5064	205383	340	0	5037
5065	258517	260	0	26069
5066	1233276	0	0	30083
5067	229990	0	0	11667
5068	144104	0	0	22890
5069	40360	0	0	1601
5070	67793	245	0	9070
5071	114674	677	0	2626
5072	2721156	0	0	209869
5073	95860	483	0	8032
5074	21000	270	0	100
5075	52214	0	0	310
5076	516409	0	0	27335
5077	969319	225	0	45000
5078	17103	0	0	0
5079	714263	0	0	31176
5080	0	0	0	23904
5081	50693	9250	0	1200
5082	263733	225	0	31869
5083	44885	0	0	0
5084	71610	0	0	34952
5085	477472	0	0	7075
5086	3075044	0	0	140459
5087	23337	265	0	10969
5088	261829	300	0	5404
5089	132681	0	0	18270
5090	64345	0	0	17926
5091	130552	0	0	0
5092	40860	380	0	26898
5093	40009	0	0	436
5094	15000	0	0	168845
5095	166086	0	0	20483
5096	35000	0	0	40542
5097	439950	0	0	45904
5098	300931	250	0	950
5099	286366	0	0	82216
5100	117329	435	0	2348
5101	354186	0	0	10417
5102	42068	150	0	7529
5103	182239	335	0	4904
5104	44879	460	0	1685
5105	151153	0	0	8547
5106	8059	0	0	2400
5107	209188	0	0	7391
5108	246351	250	0	20494
5109	204392	0	0	7772
5110	559512	0	0	44115
5111	32000	0	0	5364
5112	3000	0	0	1035
5113	1038620	0	0	31022
5114	67544	300	0	7693
5115	63605	375	0	15570
5116	45611	0	0	1558
5117	511282	0	0	12173
5118	356646	0	0	27347
5119	1621444	0	0	92207
5120	189331	0	0	4605
5121	33508	0	0	1410
5122	164848	265	0	36773
5123	120664	415	0	3860
5124	1059530	0	0	41381
5125	5000	0	0	0
5126	37730	0	0	0
5127	629538	0	0	8262
5128	1354745	0	0	17494
5129	33580	245	0	4137
5130	115152	0	0	208
5131	278267	0	0	1000
5132	85760	0	0	85630
5133	497190	0	0	8421
5134	129688	0	0	2254
5135	246376	0	0	5706
5136	41394	0	0	1000
5137	31521	0	0	1322
5138	4000	0	0	0
5139	27937	0	0	2089
5140	71492	0	0	1192
5141	0	0	0	876
5142	177740	365	0	3427
5143	5168	0	0	5597
5144	392889	0	0	14127
5145	25862	0	0	9311
5146	26724	0	0	5840
5147	335925	0	0	9209
5148	13210	0	0	0
5149	73500	345	0	6761
5150	39550	0	0	1965
5151	100272	0	0	0
5152	49125	0	0	1500
5153	76891	0	0	264
5154	239400	223	0	15890
5155	84722	275	0	17989
5156	158177	0	0	15472
5157	22578	0	0	0
5158	9850	0	0	0
5159	175785	335	0	51300
5160	97189	400	0	0
5161	109908	0	0	44754
5162	189502	375	0	18857
5163	13075	450	0	432
5164	41705	0	0	0
5165	1925	0	0	1058
5166	190535	300	300	4023
5167	36787	0	0	4320
5168	49257	0	0	4213
5169	32290	0	0	1357
5170	40950	0	0	3607
5171	489807	0	0	11562
5172	43405	0	0	14159
5173	236477	11092	0	37392
5174	76485	0	0	24709
5175	1019927	0	0	23863
5176	460745	0	0	28720
5177	61450	465	0	0
5178	66140	0	0	11109
5179	219098	0	0	5835
5180	137833	260	0	9076
5181	217376	750	0	8357
5182	48179	12935	0	7213
5183	127091	100	0	13100
5184	132495	0	0	4517
5185	109525	0	0	11232
5186	4025	345	0	2422
5187	78052	0	0	11146
5188	112320	500	0	6147
5189	133802	370	0	1984
5190	61097	350	0	110930
5191	468376	225	0	7000
5192	35000	0	0	11831
5193	71330	330	0	12218
5194	1361618	0	0	258327
5195	461461	0	0	40900
5196	7500	0	0	117429
5197	14021	0	0	2243
5198	15125	0	0	1268
5199	223857	0	0	4587
5200	85861	0	0	23053
5201	131494	0	0	4085
5202	1800	0	0	895
5203	1174779	0	0	33949
5204	187189	0	0	3500
5205	1056082	0	0	89601
5206	79558	0	0	2635
5207	92227	100	0	2312
5208	389575	0	0	9107
5209	170621	0	0	10100
5210	818737	0	0	41426
5211	-3	-3	-3	-3
5212	56222	540	0	3387
5213	153505	0	0	2511
5214	164420	0	0	3195
5215	177161	230	0	5991
5216	17577	0	0	1152
5217	910837	0	0	20985
5218	281117	1245	0	25809
5219	136239	0	0	9151
5220	73855	350	0	1236
5221	92296	5000	0	21221
5222	25745	0	0	200
5223	268725	0	0	20150
5224	70165	0	0	27006
5225	105879	0	0	265
5226	477824	0	0	35743
5227	3735	0	0	1224
5228	717710	750	0	8431
5229	141808	0	0	6499
5230	26054	0	0	3400
5231	8350	0	0	2480
5232	182746	0	0	541
5233	79296	0	0	3000
5234	248190	0	0	5580
5235	113447	500	0	1746
5236	2500	0	0	0
5237	448624	0	0	22118
5238	825283	0	0	73302
5239	168699	0	0	19093
5240	176850	0	0	30812
5241	74883	0	0	35591
5242	864804	0	0	238305
5243	39231	150	0	0
5244	26542	0	0	0
5245	13400	0	0	8059
5246	6944	0	0	23
5247	13500	0	0	16787
5248	6030	0	0	0
5249	8680	0	0	400
5250	40000	0	0	0
5251	36184	465	0	7844
5252	38126	0	0	7017
5253	129673	375	0	13688
5254	0	0	0	51860
5255	59605	0	0	2665
5256	148110	0	0	9613
5257	9544	0	0	716
5258	88250	0	0	4926
5259	14683	0	0	1695
5260	850	0	0	0
5261	16711	0	0	1922
5262	38568	0	0	4961
5263	19500	0	0	17723
5264	1000	0	0	934
5265	56242	245	0	1569
5266	12225	0	0	3307
5267	62201	295	0	4939
5268	52500	0	0	50769
5269	9203492	94308	0	277195
5270	268708	3656	0	8430
5271	4455604	21255	0	85526
5272	340302	3107	0	51118
5273	1282364	2762	0	30323
5274	304219	3778	0	414
5275	559228	2827	0	48391
5276	1455169	13959	0	58398
5277	238907	3587	0	0
5278	633197	2663	0	17700
5279	1021308	10255	0	0
5280	672144	3640	0	47127
5281	667347	3726	0	28583
5282	469658	2122	0	19742
5283	639575	7597	0	23249
5284	642623	3874	0	8325
5285	966583	5004	0	0
5286	679661	8786	0	0
5287	415734	3217	0	3000
5288	2330870	11799	0	95354
5289	2332846	14220	0	56220
5290	363188	6013	0	21485
5291	2162150	15363	0	31018
5292	1413547	4603	0	52905
5293	850000	13251	0	21549
5294	984040	5042	0	73893
5295	2717873	22433	0	97344
5296	317707	2027	0	7329
5297	794865	5147	0	33356
5298	353129	1470	0	6925
5299	634442	8192	0	94250
5300	410848	1700	0	1587
5301	800881	4661	0	42479
5302	410000	4619	0	31168
5303	1026289	10491	0	24040
5304	927467	7147	0	15309
5305	1963029	11253	0	58132
5306	503818	4153	0	100520
5307	455000	3098	0	26263
5308	755424	3409	0	17933
5309	974714	8523	0	27344
5310	485954	6690	0	0
5311	407725	2482	0	20109
5312	808200	5543	0	25834
5313	572652	2519	0	7223
5314	578509	3468	0	22189
5315	896763	8529	0	21363
5316	2942473	11449	0	116587
5317	575510	3758	0	93777
5318	1129402	7250	0	42241
5319	610752	4795	0	25338
5320	748410	6639	0	30366
5321	2320446	10848	0	399895
5322	732830	4929	0	23382
5323	649999	4198	0	29108
5324	238000	1442	0	3613
5325	1287403	7913	0	49455
5326	740549	5839	0	8669
5327	2821361	20746	0	60015
5328	1394468	6347	0	48000
5329	926090	3568	0	39766
5330	521804	4183	0	166323
5331	326521	4013	0	4194
5332	567423	3956	0	24741
5333	701100	4741	0	48090
5334	389936	3315	0	8151
5335	1431916	7257	0	56357
5336	10278354	132532	0	311371
5337	67500	921	0	119701
5338	25105	0	0	11503
5339	48700	516	0	13984
5340	124979	4164	0	17941
5341	120306	1062	0	5319
5342	1594422	9008	0	33702
5343	12439	197	0	29026
5344	2127632	18196	0	158446
5345	15000	0	0	58623
5346	53549	0	0	33428
5347	1278967	16655	0	144197
5348	10842299	166484	59000	0
5349	177662	0	0	7672
5350	75324	0	0	1087
5351	3041201	30879	0	172300
5352	196783	5009	0	24171
5353	558563	7263	1854	29232
5354	19589	2026	0	0
5355	521280	5975	0	7770
5356	963612	5039	0	62856
5357	314732	3248	0	51325
5358	175679	5537	0	1271
5359	888298	15597	0	65861
5360	419474	4798	0	33612
5361	146630	0	0	9545
5362	290441	4629	0	4653
5363	8108655	29288	0	254385
5364	3816785	5086	0	76562
5365	1404458	0	18394	24243
5366	206541	9357	7460	37727
5367	694680	12344	0	39507
5368	1817564	26393	0	63509
5369	941721	16615	0	1300
5370	1436639	20565	0	52945
5371	417735	3400	0	28570
5372	817115	5394	0	9001
5373	4236258	33522	0	149357
5374	877548	3245	0	0
5375	598186	1636	0	28074
5376	1452363	28126	38726	36920
5377	3442194	12764	0	160350
5378	1886000	10456	0	71117
5379	3031858	8758	0	60337
5380	3133749	16503	0	71995
5381	10080901	144549	542252	896011
5382	1590735	12429	0	16500
5383	831811	15717	0	0
5384	598715	2529	0	19580
5385	1290931	8448	0	75051
5386	941580	5795	0	10463
5387	1150072	5612	0	51865
5388	1932722	20084	0	86185
5389	4851656	44649	0	108745
5390	942231	13389	0	17783
5391	428756	7311	0	20321
5392	1188415	15828	0	36923
5393	16000	0	0	24994
5394	136469	2120	0	25840
5395	325031	3917	0	15929
5396	1494261	21106	0	47642
5397	80953	990	0	2387
5398	968609	9422	9024	212442
5399	101455	1864	0	6429
5400	458015	5306	2750	16264
5401	1628708	69562	0	37679
5402	676651	6712	0	45153
5403	3699585	21734	0	60920
5404	8075000	107617	60250	238304
5405	1130529	0	0	55870
5406	2273983	28358	0	24256
5407	1592546	7069	0	41051
5408	1156903	0	0	3915
5409	843605	5500	0	7687
5410	820500	10803	0	1100
5411	7714395	53193	0	131963
5412	244000	2389	0	11194
5413	58834	3679	0	15852
5414	26608	0	0	2144
5415	44477	277	0	18908
5416	240951	1699	0	9291
5417	13582	88	0	1756
5418	241021	5119	0	24699
5419	14037894	83482	0	363500
5420	2807616	38450	0	85922
5421	105740	835	0	15077
5422	167849	1124	0	18000
5423	4015533	14564	0	1324184
5424	2000000	44643	0	43591
5425	642388	9929	0	33929
5426	522192	1676	0	17590
5427	242639	3769	0	13597
5428	3610816	20651	0	520979
5429	4678325	43450	0	115963
5430	952154	7293	5790	66996
5431	144124	2571	0	3963
5432	745625	5900	0	18462
5433	487149	2963	0	55047
5434	286289	2996	0	3252
5435	3238000	17009	0	54181
5436	1780357	28781	0	49885
5437	1472371	17708	0	55588
5438	2264529	28415	0	359690
5439	1268718	0	0	1500
5440	3387873	24359	0	65922
5441	1950716	9996	0	53243
5442	1454833	18561	0	53543
5443	300472	3751	0	13666
5444	2615447	18871	0	125069
5445	1253119	10164	0	12366
5446	605441	6958	0	13042
5447	252197	3589	0	7850
5448	6428350	43629	0	163536
5449	13642439	74403	0	402091
5450	984105	11838	0	35968
5451	545642	7005	0	14198
5452	331562	661	0	250
5453	232140	5099	0	24606
5454	365260	1868	0	6621
5455	186193	732	0	15194
5456	628187	6678	0	44923
5457	293763	4649	0	32564
5458	324797	4191	0	3230
5459	220356	3147	0	0
5460	232314	906	0	2764
5461	1461900	13352	0	37635
5462	100708	413	0	11425
5463	3387631	28913	0	109075
5464	69366	0	0	3737
5465	1380739	12142	0	38929
5466	746893	5348	0	17078
5467	75000	197	0	58750
5468	148251	4253	0	18324
5469	166244	931	0	8455
5470	300385	4659	0	32637
5471	8987814	0	0	0
5472	380339	3628	0	3217
5473	318143	0	0	7305
5474	1844135	9217	0	100412
5475	759219	4124	0	19170
5476	1149505	8676	0	24055
5477	448309	7016	0	3286
5478	1148142	4938	0	13291
5479	951090	5084	0	15937
5480	486766	4768	0	25724
5481	898959	9264	0	20596
5482	685613	4454	0	84961
5483	445751	4573	0	7500
5484	1297927	8264	0	348107
5485	212400	1732	0	42166
5486	239201	2041	0	95283
5487	1589081	9357	0	44165
5488	2562906	17697	0	391638
5489	113000	1443	0	18250
5490	243000	1446	0	17919
5491	250119	2195	0	0
5492	1048157	12221	0	30238
5493	2869742	23140	0	92147
5494	570980	3782	0	31975
5495	856469	8105	0	36540
5496	1406765	11185	0	40173
5497	286687	2798	0	1894
5498	1280189	10499	0	39434
5499	1132609	10138	0	73525
5500	938920	8055	0	39444
5501	276119	3402	0	3858
5502	33971435	242137	0	875297
5503	189164	180	0	6753
5504	273479	3328	0	10153
5505	3230846	36861	0	151319
5506	411421	4791	0	33561
5507	1279627	9879	0	27485
5508	559470	6273	0	12854
5509	429943	3658	0	5203
5510	1417269	30330	0	191088
5511	3890132	76254	0	40832
5512	376170	4823	0	89677
5513	739445	5315	0	17857
5514	669252	4696	0	20503
5515	419347	4832	0	6342
5516	3166425	23972	0	50000
5517	999618	11236	0	24826
5518	542879	5137	0	15531
5519	2126	0	0	5037
5520	654091	6696	0	45050
5521	75353	2681	0	94359
5522	72121	2145	0	23871
5523	368669	4748	0	33260
5524	16201639	86336	0	653361
5525	985232	3549	0	67583
5526	2246423	11584	0	39248
5527	897085	3373	0	150352
5528	2939531	28078	0	99116
5529	384703	2991	0	4660
5530	4979018	45039	3684	106611
5531	1053591	8572	0	50094
5532	1059797	5730	0	18840
5533	803642	6414	0	29041
5534	1253094	9834	0	103866
5535	3927452	65181	0	33329
5536	507718	3181	0	15942
5537	216063	1851	0	10217
5538	696262	9063	0	25201
5539	515761	3440	0	10902
5540	1795388	17743	0	37755
5541	560907	2906	0	48875
5542	829188	5332	0	26596
5543	1682661	25979	83897	401277
5544	1621012	14263	2544	0
5545	430800	9164	0	36432
5546	529873	5779	0	13000
5547	1390000	10300	0	59327
5548	1023597	6875	0	44581
5549	2262735	9400	0	81290
5550	2061920	24619	0	14963
5551	2417777	13282	0	88194
5552	4736869	37818	0	79333
5553	69020	1300	0	770
5554	60484	583	0	749
5555	333306	4226	0	33000
5556	121466	4149	0	17873
5557	1028760	7798	0	39376
5558	157777	2808	0	4836
5559	83511	3923	0	16900
5560	2545828	580	0	19099
5561	288338	1547	0	11164
5562	62590	3724	0	16046
5563	60924	3705	0	15962
5564	40000	667	0	151082
5565	740021	25322	3227	41018
5566	12351855	639779	49296	193426
5567	759021	6853	0	0
5568	297466	15794	0	11396
5569	327159	27275	0	4762
5570	140137	19575	0	35000
5571	829208	22232	0	2500
5572	52065	10506	0	840
5573	79706	6853	0	0
5574	809735	12797	0	60722
5575	225500	3931	0	100815
5576	165098	6853	0	0
5577	209425	9722	2370	945
5578	3770749	169811	0	54770
5579	109124	11167	0	0
5580	760173	10279	0	0
5581	268615	18388	0	0
5582	86566	12019	0	0
5583	1068523	16464	0	0
5584	0	10279	0	1195485
5585	151236	55656	7000	1500
5586	1862742	47453	0	0
5587	203023	24270	0	0
5588	96500	10600	0	4052
5589	2196303	29152	0	43000
5590	576921	25984	3823	19869
5591	309772	9741	0	18661
5592	374208	11947	0	2500
5593	194318	9181	2665	2329
5594	2622220	91823	10980	0
5595	1525702	21448	0	0
5596	445305	6853	0	0
5597	3452218	74379	0	95570
5598	123445	7235	0	12918
5599	422536	19845	0	31832
5600	433108	24754	0	0
5601	21000	9349	0	0
5602	565365	6853	0	22000
5603	254484	19021	0	6208
5604	247748	17525	0	0
5605	92112	12263	0	0
5606	15412	10808	0	104438
5607	78970	10508	0	2930
5608	79185	12050	0	0
5609	52976	64705	0	0
5610	46416	14279	0	0
5611	230780	53872	0	19400
5612	94440	11031	0	0
5613	19083	9899	0	2950
5614	7500	7782	0	51441
5615	94960	10467	0	0
5616	0	8862	0	14457
5617	87426	10000	0	0
5618	6046	12263	0	0
5619	131887	6853	0	9000
5620	1800	13084	0	0
5621	141895	30043	7000	100
5622	65719	7955	0	1918
5623	42591	86134	62862	0
5624	52579	2819	0	1354
5625	39054	67295	7000	0
5626	162882	16075	0	5627
5627	7500	13345	0	85222
5628	186626	6853	0	0
5629	56909	46781	0	0
5630	11340	67462	0	0
5631	31707	10401	0	0
5632	35655	67457	20524	0
5633	203863	18169	7000	0
5634	6500	9127	0	59225
5635	57174	8028	0	2171
5636	63114	9689	0	0
5637	7500	6853	0	27806
5638	5063	0	0	0
5639	77182	67352	7000	0
5640	57927	47713	0	0
5641	7500	6853	0	33700
5642	3000	67449	0	0
5643	307064	0	0	0
5644	140324	25791	0	0
5645	0	3000	0	537
5646	3000	4557	0	3871
5647	7563	12263	7000	0
5648	62814	6853	0	77478
5649	0	8820	0	22706
5650	0	12133	2625	214905
5651	70190	7328	0	0
5652	29131	15033	0	0
5653	7000	6853	0	5155
5654	5000	9683	0	2927
5655	77174	67201	7000	0
5656	48942	11929	0	0
5657	0	3000	0	1155
5658	0	3000	0	6949
5659	74234	0	0	0
