State Code,County Code,County Population,County
39,155,205175,TRUMBULL
39,157,92788,TUSCARAWAS
39,159,53776,UNION
39,161,28462,ALLEN
39,163,13234,VINTON
39,165,221659,WARREN
39,167,61213,WASHINGTON
39,169,115537,WAYNE
39,171,37291,WILLIAMS
39,173,129590,WOOD
39,175,22353,WYANDOT
40,3,5790,ALFALFA
40,7,5486,BEAVER
40,9,23691,BECKHAM
40,11,9917,BLAINE
40,13,44486,BRYAN
40,15,29317,CADDO
40,17,129582,CANADIAN
40,19,48821,CARTER
40,25,2294,CIMARRON
40,27,269908,CLEVELAND
40,31,125033,COMANCHE
40,33,6150,COTTON
40,35,14582,CRAIG
40,37,70632,CREEK
40,39,29500,CUSTER
40,45,4150,ELLIS
40,47,63091,GARFIELD
40,49,27561,GARVIN
40,51,53854,GRADY
40,53,4501,GRANT
40,55,6151,GREER
40,59,3812,HARPER
40,63,13806,HUGHES
40,65,25998,JACKSON
40,67,6292,JEFFERSON
40,71,45478,KAY
40,73,15532,KINGFISHER
40,75,9336,KIOWA
40,81,34619,LINCOLN
40,83,45276,LOGAN
40,93,7750,MAJOR
40,95,16182,MARSHALL
40,97,40816,MAYES
40,101,69966,MUSKOGEE
40,103,11494,NOBLE
40,105,10524,NOWATA
40,107,12186,OKFUSKEE
40,109,766215,OKLAHOMA
40,111,39095,OKMULGEE
40,113,47981,OSAGE
40,115,32105,OTTAWA
40,117,16401,PAWNEE
40,119,80264,PAYNE
40,121,44626,PITTSBURG
40,123,38005,PONTOTOC
40,127,11125,PUSHMATAHA
40,131,89815,ROGERS
40,133,25421,SEMINOLE
40,137,44493,STEPHENS
40,139,21853,TEXAS
40,141,7628,TILLMAN
40,143,629598,TULSA
40,145,75702,WAGONER
40,147,51937,WASHINGTON
40,151,9288,WOODS
40,153,21529,WOODWARD
41,1,16059,BAKER
41,3,86316,BENTON
41,5,394972,CLACKAMAS
41,7,37474,CLATSOP
41,9,49459,COLUMBIA
41,11,62475,COOS
41,13,20998,CROOK
41,15,22335,CURRY
41,17,170388,DESCHUTES
41,19,106972,DOUGLAS
41,21,1932,GILLIAM
41,23,7180,GRANT
41,25,7126,HARNEY
41,27,22885,HOOD RIVER
41,29,210287,JACKSON
41,31,22192,JEFFERSON
41,33,83599,JOSEPHINE
41,35,65455,KLAMATH
41,37,7838,LAKE
41,39,358337,LANE
41,41,46406,LINCOLN
41,43,119356,LINN
41,45,30359,MALHEUR
41,47,326110,MARION
41,49,11187,MORROW
41,51,776712,MULTNOMAH
41,53,77916,POLK
41,55,1710,SHERMAN
41,57,25342,TILLAMOOK
41,59,76705,UMATILLA
41,61,25691,UNION
41,63,6820,WALLOWA
41,65,25515,WASCO
41,67,562998,WASHINGTON
41,69,1375,WHEELER
41,71,101758,YAMHILL
42,1,101714,ADAMS
42,3,1231255,ALLEGHENY
42,5,67785,ARMSTRONG
42,7,169392,BEAVER
42,9,48946,BEDFORD
42,11,413691,BERKS
42,13,125955,BLAIR
42,15,61784,BRADFORD
42,17,626685,BUCKS
42,19,185943,BUTLER
42,21,137732,CAMBRIA
42,23,4805,CAMERON
42,25,64441,CARBON
42,27,158742,CENTRE
42,29,512784,CHESTER
42,31,38821,CLARION
42,33,81191,CLEARFIELD
42,35,39745,CLINTON
42,37,67122,COLUMBIA
42,39,87175,CRAWFORD
42,41,243762,CUMBERLAND
42,43,271453,DAUPHIN
42,45,562960,DELAWARE
42,47,31194,ELK
42,49,278443,ERIE
42,51,134086,FAYETTE
42,53,7518,FOREST
42,55,152892,FRANKLIN
42,57,14632,FULTON
42,59,37843,GREENE
42,61,45750,HUNTINGDON
42,63,87706,INDIANA
42,65,44638,JEFFERSON
42,67,24796,JUNIATA
42,69,212719,LACKAWANNA
42,71,533320,LANCASTER
42,73,88771,LAWRENCE
42,75,136359,LEBANON
42,77,357823,LEHIGH
42,79,318829,LUZERNE
42,81,116508,LYCOMING
42,83,42554,MCKEAN
42,85,114884,MERCER
42,87,46552,MIFFLIN
42,89,166314,MONROE
42,91,816857,MONTGOMERY
42,93,18641,MONTOUR
42,95,300654,NORTHAMPTON
42,97,93944,NORTHUMBERLAND
42,99,45634,PERRY
42,101,1560297,PHILADELPHIA
42,103,56191,PIKE
42,105,17206,POTTER
42,107,145797,SCHUYLKILL
42,109,40323,SNYDER
42,111,76218,SOMERSET
42,113,6339,SULLIVAN
42,115,41920,SUSQUEHANNA
42,117,42274,TIOGA
42,119,44874,UNION
42,121,53529,VENANGO
42,123,40703,WARREN
42,125,208187,WASHINGTON
42,127,51401,WAYNE
42,129,359320,WESTMORELAND
42,131,28131,WYOMING
42,133,440755,YORK
44,1,49060,BRISTOL
44,3,165128,KENT
44,5,82358,NEWPORT
44,7,631974,PROVIDENCE
44,9,126653,WASHINGTON
45,1,24965,ABBEVILLE
45,3,164753,AIKEN
45,5,9695,ALLENDALE
45,7,192810,ANDERSON
45,13,175852,BEAUFORT
45,15,198205,BERKELEY
45,17,14878,CALHOUN
45,19,381015,CHARLESTON
45,21,56024,CHEROKEE
45,23,32337,CHESTER
45,25,46125,CHESTERFIELD
45,27,34113,CLARENDON
45,29,37771,COLLETON
45,31,67799,DARLINGTON
45,33,31127,DILLON
45,35,148469,DORCHESTER
45,39,22976,FAIRFIELD
45,41,139231,FLORENCE
45,43,60773,GEORGETOWN
45,45,482752,GREENVILLE
45,47,69520,GREENWOOD
45,51,298832,HORRY
45,55,63161,KERSHAW
45,57,83160,LANCASTER
45,59,66533,LAURENS
45,61,18343,LEE
45,63,277888,LEXINGTON
45,65,9846,MCCORMICK
45,67,31933,MARION
45,69,27924,MARLBORO
45,71,37783,NEWBERRY
45,73,75192,OCONEE
45,75,90090,ORANGEBURG
45,77,120368,PICKENS
45,79,401566,RICHLAND
45,81,20026,SALUDA
45,83,293542,SPARTANBURG
45,85,107919,SUMTER
45,87,27876,UNION
45,89,32695,WILLIAMSBURG
45,91,245346,YORK
46,3,2745,AURORA
46,5,18169,BEADLE
46,7,3430,BENNETT
46,9,7023,BON HOMME
46,11,33314,BROOKINGS
46,13,38408,BROWN
46,15,5309,BRULE
46,19,10298,BUTTE
46,23,9287,CHARLES MIX
46,25,3645,CLARK
46,27,13932,CLAY
46,29,27938,CODINGTON
46,31,4182,CORSON
46,33,8445,CUSTER
46,35,19885,DAVISON
46,37,5588,DAY
46,39,4312,DEUEL
46,41,5662,DEWEY
46,43,2973,DOUGLAS
46,45,3983,EDMUNDS
46,47,6845,FALL RIVER
46,49,2357,FAULK
46,51,7241,GRANT
46,53,4217,GREGORY
46,55,1847,HAAKON
46,59,3345,HAND
46,61,3419,HANSON
46,63,1250,HARDING
46,65,17642,HUGHES
46,67,7200,HUTCHINSON
46,69,1396,HYDE
46,71,3274,JACKSON
46,73,2007,JERAULD
46,77,5075,KINGSBURY
46,79,12368,LAKE
46,81,24657,LAWRENCE
46,83,51548,LINCOLN
46,85,3877,LYMAN
46,87,5649,MCCOOK
46,89,2429,MCPHERSON
46,91,4683,MARSHALL
46,93,26951,MEADE
46,97,2316,MINER
46,99,182882,MINNEHAHA
46,101,6367,MOODY
46,103,108242,PENNINGTON
46,105,3033,PERKINS
46,107,2340,POTTER
46,109,10374,ROBERTS
46,111,2336,SANBORN
46,113,14218,SHANNON
46,115,6598,SPINK
46,119,1438,SULLY
46,121,9882,TODD
46,123,5512,TRIPP
46,125,8272,TURNER
46,127,15029,UNION
46,129,5511,WALWORTH
46,135,22684,YANKTON
47,1,75528,ANDERSON
47,3,46627,BEDFORD
47,5,16145,BENTON
47,7,13931,BLEDSOE
47,9,126339,BLOUNT
47,11,102975,BRADLEY
47,13,39918,CAMPBELL
47,15,13757,CANNON
47,17,28370,CARROLL
47,19,56886,CARTER
47,21,39764,CHEATHAM
47,23,17379,CHESTER
47,25,31592,CLAIBORNE
47,27,7765,CLAY
47,29,35374,COCKE
47,31,53623,COFFEE
47,33,14668,CROCKETT
47,35,57985,CUMBERLAND
47,37,668347,DAVIDSON
47,39,11666,DECATUR
47,41,19268,DEKALB
47,43,50575,DICKSON
47,45,37935,DYER
47,47,39011,FAYETTE
47,49,17855,FENTRESS
47,51,41402,FRANKLIN
47,53,49472,GIBSON
47,55,28853,GILES
47,57,22864,GRAINGER
47,59,68335,GREENE
47,61,13425,GRUNDY
47,63,63036,HAMBLEN
47,65,351220,HAMILTON
47,67,6657,HANCOCK
47,69,25965,HARDEMAN
47,71,25870,HARDIN
47,73,56735,HAWKINS
47,75,18185,HAYWOOD
47,77,28009,HENDERSON
47,79,32204,HENRY
47,81,24384,HICKMAN
47,83,8267,HOUSTON
47,85,18135,HUMPHREYS
47,87,11568,JACKSON
47,89,52677,JEFFERSON
47,91,17859,JOHNSON
47,93,448644,KNOX
47,95,7631,LAKE
47,97,27382,LAUDERDALE
47,99,42274,LAWRENCE
47,101,11906,LEWIS
47,103,33637,LINCOLN
47,105,50771,LOUDON
47,107,52626,MCMINN
47,109,26267,MCNAIRY
47,111,23003,MACON
47,113,98178,MADISON
47,115,28407,MARION
47,117,31269,MARSHALL
47,119,85515,MAURY
47,121,11701,MEIGS
47,123,45233,MONROE
47,125,189961,MONTGOMERY
47,127,6319,MOORE
47,129,21660,MORGAN
47,131,30941,OBION
47,133,22028,OVERTON
47,135,7822,PERRY
47,137,5124,PICKETT
47,139,16730,POLK
47,141,74165,PUTNAM
47,143,32641,RHEA
47,145,52748,ROANE
47,147,68079,ROBERTSON
47,149,288906,RUTHERFORD
47,151,21987,SCOTT
47,153,14704,SEQUATCHIE
47,155,95110,SEVIER
47,157,938803,SHELBY
47,159,19009,SMITH
47,161,13279,STEWART
47,163,157047,SULLIVAN
47,165,172706,ROBERTSON
47,167,61623,TIPTON
47,169,8002,TROUSDALE
47,171,17963,UNICOI
47,173,19113,UNION
47,175,5633,VAN BUREN
47,177,39969,WARREN
47,179,126242,WASHINGTON
47,181,16913,WAYNE
47,183,34373,WEAKLEY
47,185,26301,WHITE
47,187,205226,WILLIAMSON
47,189,125376,WILSON
48,1,57627,ANDERSON
48,3,17477,ANDREWS
48,5,87750,ANGELINA
48,7,24972,ARANSAS
48,9,8811,ARCHER
48,11,1955,ARMSTRONG
48,13,47774,ATASCOSA
48,15,29114,AUSTIN
48,17,6910,BAILEY
48,19,20892,BANDERA
48,21,78069,BASTROP
48,23,3592,BAYLOR
48,25,32863,BEE
48,27,329140,BELL
48,29,1855866,BEXAR
48,31,10812,BLANCO
48,35,17780,BOSQUE
48,37,93275,BOWIE
48,39,338124,BRAZORIA
48,41,209152,BRAZOS
48,43,9173,BREWSTER
48,45,1536,BRISCOE
48,47,7194,BROOKS
48,49,37653,BROWN
48,51,17253,BURLESON
48,53,44943,BURNET
48,55,39810,CALDWELL
48,57,21797,CALHOUN
48,59,13513,CALLAHAN
48,61,420392,CAMERON
48,63,12621,CAMP
48,65,6013,CARSON
48,67,30261,CASS
48,69,7781,CASTRO
48,71,38145,CHAMBERS
48,73,50902,CHEROKEE
48,75,7089,CHILDRESS
48,77,10370,CLAY
48,79,2935,COCHRAN
48,81,3254,COKE
48,83,8430,COLEMAN
48,85,885241,COLLIN
48,87,3017,COLLINGSWORTH
48,89,20719,COLORADO
48,91,123694,COMAL
48,93,13550,COMANCHE
48,97,38761,COOKE
48,99,75562,CORYELL
48,101,1415,COTTLE
48,103,4950,CRANE
48,105,3812,CROCKETT
48,107,5899,CROSBY
48,109,2266,CULBERSON
48,111,7135,DALLAM
48,113,2518638,DALLAS
48,115,13372,DAWSON
48,117,19195,DEAF SMITH
48,121,753363,DENTON
48,123,20684,DEWITT
48,125,2218,DICKENS
48,127,11089,DIMMIT
48,129,3543,DONLEY
48,131,11533,DUVAL
48,133,18176,EASTLAND
48,135,153904,ECTOR
48,137,1879,EDWARDS
48,139,159317,ELLIS
48,141,833487,EL PASO
48,143,40147,ERATH
48,145,16989,FALLS
48,147,33752,FANNIN
48,149,24833,FAYETTE
48,151,3831,FISHER
48,153,5949,FLOYD
48,155,1275,FOARD
48,157,685345,FORT BEND
48,159,10600,FRANKLIN
48,161,19762,FREESTONE
48,163,18531,FRIO
48,165,19425,GAINES
48,167,314198,GALVESTON
48,169,6435,GARZA
48,171,25520,GILLESPIE
48,175,7549,GOLIAD
48,177,20462,GONZALES
48,179,23044,GRAY
48,181,123534,GRAYSON
48,183,123204,GREGG
48,185,27172,GRIMES
48,187,147250,GUADALUPE
48,189,34720,HALE
48,191,3147,HALL
48,193,8199,HAMILTON
48,195,5509,HANSFORD
48,197,3928,HARDEMAN
48,199,55621,HARDIN
48,201,4441370,HARRIS
48,203,67336,HARRISON
48,207,5769,HASKELL
48,209,185025,HAYS
48,211,4180,HEMPHILL
48,213,79290,HENDERSON
48,215,831073,HIDALGO
48,217,34848,HILL
48,219,23577,HOCKLEY
48,221,53921,HOOD
48,225,22741,HOUSTON
48,227,36651,HOWARD
48,229,3211,HUDSPETH
48,231,88493,HUNT
48,233,21773,HUTCHINSON
48,235,1574,IRION
48,237,8855,JACK
48,239,14739,JACKSON
48,241,35552,JASPER
48,243,2204,JEFF DAVIS
48,245,252235,JEFFERSON
48,247,5255,JIM HOGG
48,249,41353,JIM WELLS
48,251,157456,JOHNSON
48,253,19936,JONES
48,255,14906,KARNES
48,257,111236,KAUFMAN
48,259,38880,KENDALL
48,263,785,KENT
48,265,50562,KERR
48,267,4438,KIMBLE
48,269,262,KING
48,271,3526,KINNEY
48,273,32190,KLEBERG
48,275,3858,KNOX
48,277,49523,LAMAR
48,279,13574,LAMB
48,281,20156,LAMPASAS
48,283,7474,LA SALLE
48,285,19721,LAVACA
48,287,16742,LEE
48,289,16861,LEON
48,291,78117,LIBERTY
48,293,23524,LIMESTONE
48,295,3553,LIPSCOMB
48,297,12091,LIVE OAK
48,299,19510,LLANO
48,303,293974,HALE
48,305,5771,LYNN
48,307,8199,MCCULLOCH
48,309,243441,MCLENNAN
48,313,13861,MADISON
48,315,10149,MARION
48,317,5460,MARTIN
48,319,4071,MASON
48,321,36519,MATAGORDA
48,323,57023,MAVERICK
48,325,47894,MEDINA
48,327,2147,MENARD
48,329,155830,MIDLAND
48,331,24256,MILAM
48,333,4870,MILLS
48,335,9076,MITCHELL
48,337,19416,MONTAGUE
48,339,518947,MONTGOMERY
48,341,22148,MOORE
48,343,12743,MORRIS
48,345,1153,MOTLEY
48,347,65301,NACOGDOCHES
48,349,48195,NAVARRO
48,351,14138,NEWTON
48,353,15093,NOLAN
48,355,356221,NUECES
48,357,10758,OCHILTREE
48,359,2070,OLDHAM
48,361,83433,ORANGE
48,363,28096,PALO PINTO
48,365,23769,PANOLA
48,367,123164,TARRANT
48,369,9908,PARMER
48,371,15893,PECOS
48,373,46079,POLK
48,375,121627,POTTER
48,377,6976,PRESIDIO
48,379,11032,RAINS
48,381,128220,RANDALL
48,383,3755,REAGAN
48,385,3371,REAL
48,387,12446,RED RIVER
48,389,14349,REEVES
48,391,7302,REFUGIO
48,395,16500,ROBERTSON
48,397,87809,ROCKWALL
48,399,10416,RUNNELS
48,401,53923,RUSK
48,403,10350,SABINE
48,405,8610,SAN AUGUSTINE
48,407,27099,SAN JACINTO
48,409,66915,SAN PATRICIO
48,411,5622,SAN SABA
48,413,3162,SCHLEICHER
48,415,17328,SCURRY
48,417,3343,SHACKELFORD
48,419,25515,SHELBY
48,421,3084,SHERMAN
48,423,218842,SMITH
48,425,8694,SOMERVELL
48,427,62955,STARR
48,429,9405,STEPHENS
48,431,1339,STERLING
48,433,1403,STONEWALL
48,435,3972,SUTTON
48,437,7581,SWISHER
48,439,1945360,TARRANT
48,441,135143,TAYLOR
48,443,927,TERRELL
48,445,12739,TERRY
48,447,1608,THROCKMORTON
48,449,32506,TITUS
48,451,116608,TOM GREEN
48,453,1151145,TRAVIS
48,455,14224,TRINITY
48,457,21418,TYLER
48,459,40354,UPSHUR
48,461,3454,UPTON
48,463,27117,UVALDE
48,465,48974,VAL VERDE
48,467,52910,VAN ZANDT
48,469,91081,VICTORIA
48,471,69789,WALKER
48,473,46820,WALLER
48,475,11625,WARD
48,477,34438,WASHINGTON
48,479,266673,WEBB
48,481,41168,WHARTON
48,483,5714,WHEELER
48,485,132355,WICHITA
48,487,12973,WILBARGER
48,489,21903,WILLACY
48,491,489250,WILLIAMSON
48,493,46402,WILSON
48,495,7821,WINKLER
48,497,61638,WISE
48,499,42852,WOOD
48,501,8286,YOAKUM
48,503,18350,YOUNG
48,505,14319,ZAPATA
49,1,6461,BEAVER
49,3,51518,BOX ELDER
49,5,118343,CACHE
49,7,20660,CARBON
49,11,329692,DAVIS
49,13,20380,DUCHESNE
49,15,10631,EMERY
49,17,5024,GARFIELD
49,19,9429,GRAND
49,21,47269,IRON
49,23,10486,JUAB
49,25,7254,KANE
49,27,12606,MILLARD
49,29,10608,MORGAN
49,33,2293,RICH
49,35,1091742,SALT LAKE
49,37,15251,SAN JUAN
49,39,28477,SANPETE
49,41,20773,SEVIER
49,43,39105,SUMMIT
49,45,61598,TOOELE
49,47,36867,UINTAH
49,49,560974,UTAH
49,51,27714,WASATCH
49,53,151948,WASHINGTON
49,55,2723,JUAB
49,57,240475,WEBER
50,1,37009,ADDISON
50,3,36445,BENNINGTON
50,5,30981,CALEDONIA
50,7,160531,CHITTENDEN
50,9,6125,ESSEX
50,11,48642,FRANKLIN
50,13,6994,GRAND ISLE
50,15,25082,LAMOILLE
50,17,28859,ORANGE
50,19,27082,ORLEANS
50,21,60086,RUTLAND
50,23,58998,WASHINGTON
50,25,43714,WINDHAM
50,27,56014,WINDSOR
51,1,33021,ACCOMACK
51,5,15820,ALLEGHANY
51,7,12855,AMELIA
51,9,32041,AMHERST
51,11,15279,APPOMATTOX
51,13,226908,ARLINGTON
51,15,73862,AUGUSTA
51,23,33100,BOTETOURT
51,25,16498,BRUNSWICK
51,27,23106,BUCHANAN
51,31,54885,CAMPBELL
51,33,29778,CAROLINE
51,37,12225,CHARLOTTE
51,41,332499,CHESTERFIELD
51,45,5234,CRAIG
51,47,49166,CULPEPER
51,49,9827,CUMBERLAND
51,57,11103,ESSEX
51,59,1137538,CITY OF FAIRFAX
51,61,68248,FAUQUIER
51,65,26092,FLUVANNA
51,67,56358,FRANKLIN
51,71,16815,GILES
51,73,37141,GLOUCESTER
51,77,15093,GRAYSON
51,83,35200,HALIFAX
51,85,101918,HANOVER
51,87,321924,HENRICO
51,91,2248,HIGHLAND
51,95,72583,WILLIAMSBURG
51,99,25371,KING GEORGE
51,103,11044,LANCASTER
51,107,363050,LOUDOUN
51,113,13157,MADISON
51,115,8836,MATHEWS
51,117,31192,MECKLENBURG
51,119,10696,MIDDLESEX
51,121,97244,MONTGOMERY
51,127,20021,NEW KENT
51,133,12251,NORTHUMBERLAND
51,135,15579,NOTTOWAY
51,137,35026,ORANGE
51,143,62383,PITTSYLVANIA
51,145,28449,POWHATAN
51,147,23074,PRINCE EDWARD
51,153,446094,PRINCE WILLIAM
51,155,34322,PULASKI
51,157,7361,RAPPAHANNOCK
51,159,8902,RICHMOND
51,161,93785,ROANOKE
51,167,28023,RUSSELL
51,171,43021,SHENANDOAH
51,173,31555,SMYTH/MARION
51,175,18059,SOUTHAMPTON
51,185,43452,TAZEWELL
51,187,38987,WARREN
51,191,54729,WASHINGTON
51,195,39935,WISE
51,199,66342,YORK
51,510,150575,ALEXANDRIA
51,515,6466,BEDFORD
51,520,17184,BRISTOL
51,540,45593,CHARLOTTESVILLE
51,550,233371,CHESAPEAKE
51,570,17731,COLONIAL HEIGHTS
51,580,5802,COVINGTON
51,590,42444,DANVILLE
51,610,13601,FALLS CHURCH
51,630,28350,FREDERICKSBURG
51,640,7014,CARROLL
51,650,136879,HAMPTON
51,660,52478,HARRISONBURG
51,670,22196,HOPEWELL
51,678,7311,LEXINGTON
51,680,79047,LYNCHBURG
51,690,13711,MARTINSVILLE
51,700,182965,NEWPORT NEWS
51,710,245428,NORFOLK
51,730,32701,PETERSBURG
51,735,12048,POQUOSON
51,740,96004,PORTSMOUTH
51,750,17646,RADFORD
51,760,217853,RICHMOND
51,770,99428,ROANOKE
51,775,25483,SALEM
51,790,24538,STAUNTON
51,800,86806,CITY OF SUFFOLK
51,810,450980,VIRGINIA BEACH
51,820,21366,WAYNESBORO
51,840,27543,WINCHESTER
53,1,19179,ADAMS
53,3,22189,ASOTIN
53,5,186486,BENTON
53,7,74588,CHELAN
53,9,72715,CLALLAM
53,11,451008,CLARK
53,13,3985,COLUMBIA
53,15,102133,COWLITZ
53,23,2215,GARFIELD
53,27,70818,GRAYS HARBOR
53,31,30228,JEFFERSON
53,33,2079967,KING
53,35,254183,KITSAP
53,37,42522,KITTITAS
53,43,10250,LINCOLN
53,51,12985,PEND OREILLE
53,53,831928,PIERCE
53,55,16015,SAN JUAN
53,57,120365,SKAGIT
53,61,759583,SNOHOMISH
53,63,484318,SPOKANE
53,65,43650,STEVENS
53,67,265851,THURSTON
53,69,4067,WAHKIAKUM
53,71,59844,WALLA WALLA
53,73,208351,WHATCOM
53,75,46827,WHITMAN
53,77,247687,YAKIMA
54,1,16766,BARBOUR
54,3,110497,BERKELEY
54,5,23714,BOONE
54,7,14463,BRAXTON
54,9,23530,BROOKE
54,11,97109,CABELL
54,13,7513,CALHOUN
54,15,8941,CLAY
54,17,8391,DODDRIDGE
54,19,45132,FAYETTE
54,21,8618,GILMER
54,23,11687,GRANT
54,25,35450,GREENBRIER
54,27,23483,HAMPSHIRE
54,29,30112,HANCOCK
54,31,13923,HARDY
54,33,68761,HARRISON
54,35,29126,JACKSON
54,37,55713,JEFFERSON
54,39,190223,KANAWHA
54,41,16414,LEWIS
54,43,21561,LINCOLN
54,45,35348,LOGAN
54,47,20448,MCDOWELL
54,49,56803,MARION
54,51,32416,MARSHALL
54,53,27016,MASON
54,55,61785,MERCER
54,57,27578,MINERAL
54,59,25716,MINGO
54,61,103463,MONONGALIA
54,63,13582,MONROE
54,65,17453,MORGAN
54,67,25827,NICHOLAS
54,69,43328,OHIO
54,71,7371,PENDLETON
54,73,7634,PLEASANTS
54,75,8662,RANDOLPH
54,77,33788,PRESTON
54,79,56770,PUTNAM
54,81,78241,RALEIGH
54,83,29429,RANDOLPH
54,85,10011,RITCHIE
54,87,14664,ROANE
54,89,13417,SUMMERS
54,91,17069,TAYLOR
54,93,6927,TUCKER
54,95,9098,TYLER
54,97,24731,UPSHUR
54,99,41122,WAYNE
54,101,8834,WEBSTER
54,103,15988,WETZEL
54,105,5845,WIRT
54,107,86237,WOOD
54,109,22598,WYOMING
55,1,20215,ADAMS
55,3,16103,ASHLAND
55,5,45455,BARRON
55,7,14985,BAYFIELD
55,9,256670,BROWN
55,11,13188,BUFFALO
55,13,15328,BURNETT
55,15,49491,CALUMET
55,17,63460,CHIPPEWA
55,19,34423,CLARK
55,21,56615,COLUMBIA
55,23,16392,CRAWFORD
55,25,516284,DANE
55,27,88574,DODGE
55,29,27766,DOOR
55,31,43698,DOUGLAS
55,33,44305,DUNN
55,35,101564,EAU CLAIRE
55,37,4481,FLORENCE
55,39,101759,FOND DU LAC
55,41,9127,FOREST
55,43,51829,GRANT
55,45,37063,GREEN
55,47,18836,GREEN LAKE
55,49,23825,IOWA
55,51,5917,IRON
55,53,20652,JACKSON
55,55,84395,JEFFERSON
55,57,26395,JUNEAU
55,59,168068,KENOSHA
55,61,20444,KEWAUNEE
55,63,118011,LA CROSSE
55,65,16853,LAFAYETTE
55,67,19410,LANGLADE
55,69,28493,LINCOLN
55,71,80160,MANITOWOC
55,73,135780,MARATHON
55,75,41298,MARINETTE
55,77,15050,MARQUETTE
55,79,956406,MILWAUKEE
55,81,45379,MONROE
55,83,37417,OCONTO
55,85,35563,ONEIDA
55,87,182006,OUTAGAMIE
55,89,87470,OZAUKEE
55,91,7335,PEPIN
55,93,40958,PIERCE
55,95,43437,POLK
55,97,70482,PORTAGE
55,99,13675,PRICE
55,101,195163,RACINE
55,103,17662,RICHLAND
55,105,161188,ROCK
55,107,14333,RUSK
55,109,86759,ST. CROIX
55,111,63379,SAUK
55,113,16437,SAWYER
55,115,41579,SHAWANO
55,117,115290,SHEBOYGAN
55,119,20540,TAYLOR
55,121,29509,TREMPEALEAU
55,123,30362,VERNON
55,125,21398,VILAS
55,127,103527,WALWORTH
55,129,15694,WASHBURN
55,131,133251,WASHINGTON
55,133,395118,WAUKESHA
55,135,52066,WAUPACA
55,137,24178,WAUSHARA
55,139,169511,WINNEBAGO
55,141,73608,WOOD
56,1,37811,ALBANY
56,3,11930,BIG HORN
56,5,48320,CAMPBELL
56,7,15854,CARBON
56,9,14097,CONVERSE
56,11,7248,CROOK
56,13,40703,FREMONT
56,15,13514,GOSHEN
56,17,4816,HOT SPRINGS
56,19,8573,JOHNSON
56,21,96389,LARAMIE
56,23,18567,LINCOLN
56,25,81624,NATRONA
56,27,2463,NIOBRARA
56,29,28989,PARK
56,31,8799,PLATTE
56,33,30032,SHERIDAN
56,35,10057,SUBLETTE
56,37,45010,SWEETWATER
56,39,22930,TETON
56,41,20904,UINTA
56,43,8322,WASHAKIE
56,45,7201,WESTON
