State Code,County Code,County Population,County
1,1,55395,AUTAUGA
1,3,200111,BALDWIN
1,5,26887,BARBOUR
1,7,22506,BIBB
1,9,57719,BLOUNT
1,11,10764,BULLOCK
1,13,20296,BUTLER
1,15,115916,CALHOUN
1,17,34076,CHAMBERS
1,19,26037,CHEROKEE
1,21,43931,CHILTON
1,23,13323,CHOCTAW
1,25,24945,CLARKE
1,27,13552,CLAY
1,29,15080,CLEBURNE
1,31,50909,COFFEE
1,33,54543,COLBERT
1,35,12670,CONECUH
1,37,10886,COOSA
1,39,37914,COVINGTON
1,41,13977,CRENSHAW
1,43,81289,CULLMAN
1,45,49484,DALE
1,47,41711,DALLAS
1,49,71065,DEKALB
1,51,80977,ELMORE
1,53,37733,ESCAMBIA
1,55,103531,ETOWAH
1,57,16874,FAYETTE
1,59,31601,FRANKLIN
1,61,26712,GENEVA
1,63,8553,GREENE
1,65,15184,HALE
1,67,17190,HENRY
1,69,104193,HOUSTON
1,71,52665,JACKSON
1,73,660793,JEFFERSON
1,75,14086,LAMAR
1,77,93096,LAUDERDALE
1,79,33477,LAWRENCE
1,81,154255,LEE
1,83,90787,LIMESTONE
1,85,10580,LOWNDES
1,87,19425,MACON
1,89,350299,MADISON
1,91,20110,MARENGO
1,93,30271,MARION
1,95,94636,MARSHALL
1,97,415123,MOBILE
1,99,21947,MONROE
1,101,226189,MONTGOMERY
1,103,119607,MORGAN
1,105,9826,PERRY
1,107,20365,PICKENS
1,109,33389,PIKE
1,111,22539,RANDOLPH
1,113,59608,RUSSELL
1,115,86697,ST. CLAIR
1,117,206655,SHELBY
1,119,13166,SUMTER
1,121,81322,TALLADEGA
1,123,41165,TALLAPOOSA
1,125,202212,TUSCALOOSA
1,127,65471,WALKER
1,129,16834,WASHINGTON
1,131,11098,WILCOX
1,133,24150,WINSTON
2,13,3360,ALEUTIANS EAST
2,16,5750,ALEUTIANS WEST
2,20,301010,ANCHORAGE
2,50,17868,BETHEL
2,60,957,BRISTOL BAY
2,68,1921,DENALI
2,70,4988,DILLINGHAM
2,90,99357,FAIRBANKS NORTH STAR
2,100,2566,HAINES
2,105,2082,SKAGWAY-ANGOON
2,110,32406,JUNEAU
2,122,57477,KENAI PENINSULA
2,130,13787,KETCHIKAN GATEWAY
2,150,13986,KODIAK ISLAND
2,164,1631,LAKE AND PENINSULA
2,170,97882,MATANUSKA-SUSITNA
2,180,9817,NOME
2,185,9703,NORTH SLOPE
2,188,7717,NORTHWEST ARCTIC
2,195,3160,WRANGELL-PETERSBU
2,198,6396,PR WALES-OUTER KE
2,220,8900,SITKA
2,230,1036,SKAGWAY-ANGOON
2,240,6931,SE FAIRBANK
2,261,9488,VALDEZ-CORDOVA
2,270,8010,WADE HAMPTON
2,275,2364,WRANGELL
2,290,5547,YUKON-KOYUKUK
4,1,71828,APACHE
4,3,127448,COCHISE
4,5,137682,COCONINO
4,7,53119,GILA
4,9,37957,GRAHAM
4,11,9346,GREENLEE
4,12,20231,LA PAZ
4,13,4087191,MARICOPA
4,15,203361,MOHAVE
4,17,108101,NAVAJO
4,19,1004516,PIMA
4,21,401918,PINAL
4,23,46695,SANTA CRUZ
4,25,218844,YAVAPAI
4,27,203247,YUMA
5,1,18594,ARKANSAS
5,3,20948,ASHLEY
5,5,40857,BAXTER
5,7,242321,BENTON
5,9,37196,BOONE
5,13,5202,CALHOUN
5,15,27744,CARROLL
5,19,22576,CLARK
5,27,23933,COLUMBIA
5,29,21083,CONWAY
5,31,102518,CRAIGHEAD
5,33,61697,CRAWFORD
5,35,49548,CRITTENDEN
5,37,17227,CROSS
5,43,18622,DREW
5,45,120768,FAULKNER
5,51,97322,GARLAND
5,55,43694,GREENE
5,57,22327,HEMPSTEAD
5,59,33368,HOT SPRING
5,61,13500,HOWARD
5,63,36959,INDEPENDENCE
5,67,17534,JACKSON
5,69,72297,JEFFERSON
5,73,7111,LAFAYETTE
5,75,16931,LAWRENCE
5,85,71557,LONOKE
5,89,16367,MARION
5,91,43428,BOWIE
5,93,44235,MISSISSIPPI
5,97,9082,MONTGOMERY
5,101,7904,NEWTON
5,103,24828,OUACHITA
5,107,19930,PHILLIPS
5,109,11024,NEVADA
5,111,24246,POINSETT
5,115,63201,POPE
5,119,392702,PULASKI
5,123,26899,ST. FRANCIS
5,125,115719,SALINE
5,129,7929,SEARCY
5,131,126776,SEBASTIAN
5,139,40227,UNION
5,141,16851,VAN BUREN
5,143,220792,WASHINGTON
5,145,78592,WHITE
5,149,21951,YELL
6,1,1610921,ALAMEDA
6,3,1116,ALPINE
6,5,36742,AMADOR
6,7,224241,BUTTE
6,9,44624,CALAVERAS
6,11,21419,COLUSA
6,13,1111339,CONTRA COSTA
6,15,27212,DEL NORTE
6,17,183087,EL DORADO
6,19,965974,FRESNO
6,21,27955,GLENN
6,23,134809,HUMBOLDT
6,25,179091,IMPERIAL
6,27,18410,INYO
6,29,874589,KERN
6,31,150269,KINGS
6,33,64184,LAKE
6,35,31749,LASSEN
6,37,10116705,LOS ANGELES
6,39,154548,MADERA
6,41,260750,MARIN
6,43,17682,MARIPOSA
6,45,87869,MENDOCINO
6,47,266353,MERCED
6,49,9023,MODOC
6,51,13997,MONO
6,53,431344,MONTEREY
6,55,141667,NAPA
6,57,98893,NEVADA
6,59,3145515,ORANGE
6,61,371694,PLACER
6,63,18606,PLUMAS
6,65,2329271,RIVERSIDE
6,67,1482026,SACRAMENTO
6,69,58267,SAN BENITO
6,71,2112619,SAN BERNARDINO
6,73,3263431,SAN DIEGO
6,75,852469,SAN FRANCISCO
6,77,715597,SAN JOAQUIN
6,79,279083,SAN LUIS OBISPO
6,81,758581,SAN MATEO
6,83,440668,SANTA BARBARA
6,85,1894605,SANTA CLARA
6,87,271804,SANTA CRUZ
6,89,179804,SHASTA
6,93,43628,SISKIYOU
6,95,431131,SOLANO
6,97,500292,SONOMA
6,99,531997,STANISLAUS
6,101,95847,SUTTER
6,103,63067,TEHAMA
6,105,13170,TRINITY
6,107,458198,TULARE
6,109,53831,TUOLUMNE
6,111,846178,VENTURA
6,113,207590,YOLO
6,115,73966,YUBA
8,1,480718,ADAMS
8,3,16177,ALAMOSA
8,5,618821,ARAPAHOE
8,7,12244,ARCHULETA
8,9,3645,BACA
8,11,5630,BENT
8,13,313333,BOULDER
8,14,62138,BROOMFIELD
8,15,18363,CHAFFEE
8,17,1871,CHEYENNE
8,19,9187,CLEAR CREEK
8,21,8265,CONEJOS
8,23,3568,COSTILLA
8,25,5360,CROWLEY
8,27,4361,CUSTER
8,29,29870,DELTA
8,31,663862,DENVER
8,33,1978,DOLORES
8,35,314638,DOUGLAS
8,37,52921,EAGLE
8,39,24195,ELBERT
8,41,663519,EL PASO
8,43,46502,FREMONT
8,45,57461,GARFIELD
8,47,5851,GILPIN
8,49,14546,GRAND
8,51,15725,GUNNISON
8,53,786,HINSDALE
8,55,6462,HUERFANO
8,57,1396,JACKSON
8,59,558503,JEFFERSON
8,61,1402,KIOWA
8,63,8072,KIT CARSON
8,65,7357,LAKE
8,67,53989,LA PLATA
8,69,324122,LARIMER
8,71,14052,LAS ANIMAS
8,73,5510,LINCOLN
8,75,22524,LOGAN
8,77,148255,MESA
8,79,698,MINERAL
8,81,12928,MOFFAT
8,83,25772,MONTEZUMA
8,85,40873,MONTROSE
8,87,28328,MORGAN
8,89,18488,OTERO
8,91,4629,OURAY
8,93,16345,PARK
8,95,4363,PHILLIPS
8,97,17626,EAGLE
8,99,12034,PROWERS
8,101,161875,PUEBLO
8,103,6707,RIO BLANCO
8,105,11607,RIO GRANDE
8,107,23865,ROUTT
8,109,6196,SAGUACHE
8,111,720,SAN JUAN
8,113,7840,SAN MIGUEL
8,115,2348,SEDGWICK
8,117,29404,SUMMIT
8,119,23389,TELLER
8,121,4780,WASHINGTON
8,123,277670,WELD
8,125,10202,YUMA
9,1,945438,FAIRFIELD
9,3,897985,HARTFORD
9,5,184993,LITCHFIELD
9,7,164943,MIDDLESEX
9,9,861277,NEW HAVEN
9,11,273676,NEW LONDON
9,13,151367,TOLLAND
9,15,116998,WINDHAM
10,1,171987,KENT
10,3,552778,NEW CASTLE
10,5,210849,SUSSEX
11,1,658893,DIST OF COLUMBIA
12,5,178985,BAY
12,9,556885,BREVARD
12,11,1869235,BROWARD
12,15,168474,CHARLOTTE
12,17,139377,CITRUS
12,19,199798,CLAY
12,21,348777,COLLIER
12,23,67857,COLUMBIA
12,31,897698,DUVAL
12,33,310659,ESCAMBIA
12,35,102408,FLAGLER
12,37,11815,FRANKLIN
12,39,46281,GADSDEN
12,51,38505,HENDRY
12,53,175855,HERNANDO
12,55,98236,HIGHLANDS
12,57,1316298,HILLSBOROUGH
12,61,144755,INDIAN RIVER
12,63,48801,JACKSON
12,65,14050,JEFFERSON
12,67,8835,LAFAYETTE
12,69,315690,LAKE
12,71,679513,LEE
12,73,283988,LEON
12,81,351746,MANATEE
12,83,339167,MARION
12,85,153392,MARTIN
12,86,2662874,MIAMI-DADE
12,87,77136,MONROE
12,89,76619,NASSAU
12,91,196512,OKALOOSA
12,95,1253001,ORANGE
12,97,310211,OSCEOLA
12,99,1397710,PALM BEACH
12,101,485331,PASCO
12,103,938098,PINELLAS
12,105,634638,POLK
12,107,72143,PUTNAM
12,109,217919,ST. JOHNS
12,111,291028,ST. LUCIE
12,113,163422,SANTA ROSA
12,115,396962,SARASOTA
12,117,442516,SEMINOLE
12,119,114350,SUMTER
12,121,44022,SUWANNEE
12,125,15190,UNION
12,127,507531,VOLUSIA
12,131,61530,WALTON
13,9,45909,BALDWIN
13,13,73240,BARROW
13,15,101736,BARTOW
13,17,17464,BEN HILL
13,21,153905,BIBB
13,27,15418,BROOKS
13,31,72087,BULLOCH
13,45,114093,CARROLL
13,47,65621,CATOOSA
13,51,283379,CHATHAM
13,55,24939,CHATTOOGA
13,57,230985,CHEROKEE
13,59,120938,CLARKE
13,63,267542,CLAYTON
13,67,730981,COBB
13,69,42811,COFFEE
13,71,46102,COLQUITT
13,73,139257,COLUMBIA
13,77,135571,COWETA
13,85,22957,DAWSON
13,87,27220,DECATUR
13,89,722161,DEKALB
13,91,20976,DODGE
13,95,92407,DOUGHERTY
13,105,19438,ELBERT
13,115,96063,FLOYD
13,117,204302,FORSYTH
13,121,996319,FULTON
13,127,82175,WAYNE
13,131,25359,GRADY
13,135,877922,GWINNETT
13,137,43752,HABERSHAM
13,139,190761,HALL
13,147,25377,HART
13,151,213869,HENRY
13,153,149111,HOUSTON
13,163,16272,JEFFERSON
13,175,47851,LAURENS
13,177,29191,LEE
13,185,113523,LOWNDES
13,199,21198,MERIWETHER
13,205,22771,MITCHELL
13,211,17956,MORGAN
13,215,200887,MUSCOGEE
13,217,103675,NEWTON
13,225,26922,PEACH
13,245,201368,RICHMOND
13,247,87754,ROCKDALE
13,251,14085,SCREVEN
13,255,63988,SPALDING
13,261,31232,SUMTER
13,273,9132,TERRELL
13,275,44959,THOMAS
13,277,40704,TIFT
13,279,27282,TOOMBS
13,281,11098,TOWNS
13,285,69469,TROUP
13,295,68218,WALKER
13,299,35515,WARE
13,313,103542,WHITFIELD
13,317,9940,WILKES
13,321,20940,WORTH
15,3,991788,HONOLULU
16,1,426236,ADA
16,3,3861,ADAMS
16,5,83347,BANNOCK
16,7,5957,BEAR LAKE
16,9,9118,BENEWAH
16,11,45269,BINGHAM
16,13,21482,BLAINE
16,15,6824,BOISE
16,17,41585,BONNER
16,19,108623,BONNEVILLE
16,21,10979,BOUNDARY
16,23,2622,BUTTE
16,25,1039,CAMAS
16,27,203143,CANYON
16,29,6837,CARIBOU
16,31,23540,CASSIA
16,33,867,CLARK
16,35,8562,CLEARWATER
16,37,4140,CUSTER
16,39,26094,ELMORE
16,41,13021,FRANKLIN
16,43,12867,FREMONT
16,45,16866,GEM
16,47,15064,GOODING
16,49,16215,IDAHO
16,51,27021,JEFFERSON
16,53,22818,JEROME
16,55,147326,KOOTENAI
16,57,38411,LATAH
16,59,7726,LEMHI
16,63,5316,LINCOLN
16,65,38038,MADISON
16,67,20323,MINIDOKA
16,69,40007,NEZ PERCE
16,71,4184,ONEIDA
16,73,11353,OWYHEE
16,75,22836,PAYETTE
16,77,7617,POWER
16,79,12390,SHOSHONE
16,81,10341,TETON
16,83,80914,TWIN FALLS
16,85,9826,VALLEY
16,87,10021,WASHINGTON
17,1,66988,ADAMS
17,3,7492,ALEXANDER
17,5,17269,BOND
17,7,53869,BOONE
17,9,6832,BROWN
17,11,33840,BUREAU
17,13,4956,CALHOUN
17,15,14715,CARROLL
17,17,13156,CASS
17,19,207133,CHAMPAIGN
17,21,33892,CHRISTIAN
17,23,16180,CLARK
17,25,13520,CLAY
17,27,37857,CLINTON
17,29,53320,COLES
17,31,5246456,COOK
17,33,19393,CRAWFORD
17,35,10833,CUMBERLAND
17,37,105462,DEKALB
17,39,16284,DE WITT
17,41,19889,DOUGLAS
17,43,932708,DUPAGE
17,45,17841,EDGAR
17,47,6617,EDWARDS
17,49,34320,EFFINGHAM
17,51,21870,FAYETTE
17,53,13688,FORD
17,55,39411,FRANKLIN
17,57,36007,FULTON
17,59,5291,GALLATIN
17,61,13434,GREENE
17,63,50425,GRUNDY
17,65,8296,HAMILTON
17,67,18564,HANCOCK
17,69,4129,HARDIN
17,71,6916,HENDERSON
17,73,49635,HENRY
17,75,28879,IROQUOIS
17,77,59677,JACKSON
17,79,9623,JASPER
17,81,38534,JEFFERSON
17,83,22571,JERSEY
17,85,22254,JO DAVIESS
17,87,12601,JOHNSON
17,89,527306,KANE
17,91,111375,KANKAKEE
17,93,121350,KENDALL
17,95,52069,KNOX
17,97,705186,LAKE
17,99,111241,LA SALLE
17,101,16519,LAWRENCE
17,103,34735,LEE
17,105,37903,LIVINGSTON
17,107,29746,LOGAN
17,109,31880,MCDONOUGH
17,111,307283,MCHENRY
17,113,174061,MCLEAN
17,115,108350,MACON
17,117,46453,MACOUPIN
17,119,266560,MADISON
17,121,38571,MARION
17,123,12014,MARSHALL
17,125,13898,MASON
17,127,14905,MASSAC
17,129,12570,MENARD
17,131,15945,MERCER
17,133,33722,MONROE
17,135,29359,MONTGOMERY
17,137,34929,MORGAN
17,139,14837,MOULTRIE
17,141,52085,OGLE
17,143,187319,PEORIA
17,145,21672,PERRY
17,147,16431,PIATT
17,149,16022,PIKE
17,151,4276,POPE
17,153,5815,PULASKI
17,155,5814,PUTNAM
17,157,32869,RANDOLPH
17,159,16061,RICHLAND
17,161,146063,ROCK ISLAND
17,163,265729,ST. CLAIR
17,165,24612,SALINE
17,167,198997,SANGAMON
17,169,7330,SCHUYLER
17,171,5204,SCOTT
17,173,22048,SHELBY
17,175,5813,STARK
17,177,46435,STEPHENSON
17,179,135707,TAZEWELL
17,181,17447,UNION
17,183,79728,VERMILION
17,185,11549,WABASH
17,187,17874,WARREN
17,189,14337,WASHINGTON
17,191,16543,WAYNE
17,193,14374,WHITE
17,195,56876,WHITESIDE
17,197,685419,WILL
17,199,67008,WILLIAMSON
17,201,288542,WINNEBAGO
17,203,39187,WOODFORD
18,1,34791,ADAMS
18,3,365918,ALLEN
18,5,80217,BARTHOLOMEW
18,7,8700,BENTON
18,9,12401,BLACKFORD
18,11,61915,BOONE
18,13,14962,BROWN
18,15,19923,CARROLL
18,17,38438,CASS
18,19,114262,CLARK
18,21,26562,CLAY
18,23,32776,CLINTON
18,25,10655,CRAWFORD
18,27,32729,DAVIESS
18,29,49506,DEARBORN
18,31,26524,DECATUR
18,33,42383,DEKALB
18,35,117074,DELAWARE
18,37,42345,DUBOIS
18,39,201971,ELKHART
18,41,23468,FAYETTE
18,43,76179,FLOYD
18,45,16658,FOUNTAIN
18,47,22934,FRANKLIN
18,49,20500,FULTON
18,51,33759,GIBSON
18,53,68569,GRANT
18,55,32726,GREENE
18,57,302623,HAMILTON
18,59,71978,HANCOCK
18,61,39299,HARRISON
18,63,156056,HENDRICKS
18,65,48995,HENRY
18,67,82982,HOWARD
18,69,36706,HUNTINGTON
18,71,43705,JACKSON
18,73,33475,JASPER
18,75,21179,JAY
18,77,32494,JEFFERSON
18,79,28000,JENNINGS
18,81,147538,JOHNSON
18,83,37938,KNOX
18,85,78564,KOSCIUSKO
18,87,38436,LAGRANGE
18,89,490228,LAKE
18,91,111444,LAPORTE
18,93,45704,LAWRENCE
18,95,130069,MADISON
18,97,934243,MARION
18,99,47107,MARSHALL
18,101,10203,MARTIN
18,103,35954,MIAMI
18,105,143339,MONROE
18,107,38146,MONTGOMERY
18,109,69693,MORGAN
18,111,14156,NEWTON
18,113,47618,NOBLE
18,115,6035,OHIO
18,117,19626,ORANGE
18,119,20969,OWEN
18,121,17233,PARKE
18,123,19454,PERRY
18,125,12624,PIKE
18,127,167076,PORTER
18,129,25540,POSEY
18,131,12967,PULASKI
18,133,37618,PUTNAM
18,135,25384,RANDOLPH
18,137,28497,RIPLEY
18,139,16892,RUSH
18,141,267618,ST JOSEPH
18,143,23712,SCOTT
18,145,44579,SHELBY
18,147,20801,SPENCER
18,149,23074,STARKE
18,151,34308,STEUBEN
18,153,21050,SULLIVAN
18,155,10452,SWITZERLAND
18,157,183074,TIPPECANOE
18,159,15415,TIPTON
18,161,7246,UNION
18,163,182006,VANDERBURGH
18,165,15693,VERMILLION
18,167,108175,VIGO
18,169,32252,WABASH
18,171,8352,WARREN
18,173,61149,WARRICK
18,175,27878,WASHINGTON
18,177,67671,WAYNE
18,179,27862,WELLS
18,181,24453,WHITE
18,183,33403,WHITLEY
19,1,7454,ADAIR
19,3,3875,ADAMS
19,5,14038,ALLAMAKEE
19,7,12661,APPANOOSE
19,9,5794,AUDUBON
19,11,25680,BENTON
19,13,132897,BLACK HAWK
19,15,26433,BOONE
19,17,24721,BREMER
19,19,21038,BUCHANAN
19,21,20578,BUENA VISTA
19,23,15006,BUTLER
19,25,9866,CALHOUN
19,27,20562,CARROLL
19,29,13448,CASS
19,31,18411,CEDAR
19,33,43254,CERRO GORDO
19,35,11836,CHEROKEE
19,37,12264,CHICKASAW
19,39,9217,CLARKE
19,41,16515,CLAY
19,43,17692,CLAYTON
19,45,48051,CLINTON
19,47,17228,CRAWFORD
19,49,77400,DALLAS
19,51,8781,DAVIS
19,53,8263,DECATUR
19,55,17398,DELAWARE
19,57,40255,DES MOINES
19,59,16935,DICKINSON
19,61,96370,DUBUQUE
19,63,9990,EMMET
19,65,20343,FAYETTE
19,67,16077,FLOYD
19,69,10436,FRANKLIN
19,71,7022,FREMONT
19,73,9200,GREENE
19,75,12375,GRUNDY
19,77,10722,GUTHRIE
19,79,15117,HAMILTON
19,81,11027,HANCOCK
19,83,17311,HARDIN
19,85,14324,HARRISON
19,87,20217,HENRY
19,89,9449,HOWARD
19,91,9640,HUMBOLDT
19,93,7042,IDA
19,95,16375,IOWA
19,97,19482,JACKSON
19,99,36872,JASPER
19,101,17325,JEFFERSON
19,103,142287,JOHNSON
19,105,20454,JONES
19,107,10231,KEOKUK
19,109,15222,KOSSUTH
19,111,35286,LEE
19,113,217751,LINN
19,115,11161,LOUISA
19,117,8701,LUCAS
19,119,11683,LYON
19,121,15609,MADISON
19,123,22370,MAHASKA
19,125,33365,MARION
19,127,40866,MARSHALL
19,129,14831,MILLS
19,131,10779,MITCHELL
19,133,8996,MONONA
19,135,8001,MONROE
19,137,10421,MONTGOMERY
19,139,42903,MUSCATINE
19,141,14056,O'BRIEN
19,143,6218,OSCEOLA
19,145,15496,PAGE
19,147,9099,PALO ALTO
19,149,24874,PLYMOUTH
19,151,7138,POCAHONTAS
19,153,459862,POLK
19,155,93128,POTTAWATTAMIE
19,157,18668,POWESHIEK
19,159,5051,RINGGOLD
19,161,10035,SAC
19,163,171387,SCOTT
19,165,11948,SHELBY
19,167,34681,SIOUX
19,169,94073,STORY
19,171,17451,TAMA
19,173,6143,TAYLOR
19,175,12516,UNION
19,177,7468,VAN BUREN
19,179,35212,WAPELLO
19,181,47956,WARREN
19,183,22070,WASHINGTON
19,185,6395,WAYNE
19,187,36955,WEBSTER
19,189,10559,WINNEBAGO
19,191,20768,WINNESHIEK
19,193,102271,WOODBURY
19,195,7624,WORTH
19,197,12840,WRIGHT
20,1,12909,ALLEN
20,3,7883,ANDERSON
20,5,16513,ATCHISON
20,7,4897,BARBER
20,9,27385,BARTON
20,11,14772,BOURBON
20,13,9815,BROWN
20,15,66227,BUTLER
20,17,2692,CHASE
20,19,3481,CHAUTAUQUA
20,21,20787,CHEROKEE
20,23,2693,CHEYENNE
20,25,2144,CLARK
20,27,8317,CLAY
20,29,9385,CLOUD
20,31,8433,COFFEY
20,33,1954,COMANCHE
20,35,35963,COWLEY
20,37,39290,CRAWFORD
20,39,2908,DECATUR
20,41,19394,DICKINSON
20,43,7874,DONIPHAN
20,45,116585,DOUGLAS
20,47,3030,EDWARDS
20,49,2694,ELK
20,51,29013,ELLIS
20,53,6392,ELLSWORTH
20,55,37184,FINNEY
20,57,34795,FORD
20,59,25611,FRANKLIN
20,61,36713,GEARY
20,63,2727,GOVE
20,65,2566,GRAHAM
20,67,7816,GRANT
20,69,6082,GRAY
20,71,1301,GREELEY
20,73,6328,GREENWOOD
20,75,2603,HAMILTON
20,77,5818,HARPER
20,79,34820,HARVEY
20,81,4106,HASKELL
20,83,1916,HODGEMAN
20,85,13539,JACKSON
20,87,18855,JEFFERSON
20,89,3043,JEWELL
20,91,574272,JOHNSON
20,93,3915,KEARNY
20,95,7698,KINGMAN
20,97,2513,KIOWA
20,99,20960,LABETTE
20,101,1687,LANE
20,103,78797,LEAVENWORTH
20,105,3167,LINCOLN
20,107,9502,LINN
20,109,2794,LOGAN
20,111,33212,LYON
20,113,29241,MCPHERSON
20,115,12208,MARION
20,117,10006,MARSHALL
20,119,4357,MEADE
20,121,32822,MIAMI
20,123,6284,MITCHELL
20,125,34065,MONTGOMERY
20,127,5698,MORRIS
20,129,3110,MORTON
20,131,10148,NEMAHA
20,133,16416,NEOSHO
20,135,3105,NESS
20,137,5560,NORTON
20,139,15936,OSAGE
20,141,3756,OSBORNE
20,143,6065,OTTAWA
20,145,6916,PAWNEE
20,147,5533,PHILLIPS
20,149,22897,POTTAWATOMIE
20,151,9850,PRATT
20,153,2584,RAWLINS
20,155,63794,RENO
20,157,4803,REPUBLIC
20,159,10015,RICE
20,161,75194,RILEY
20,163,5155,ROOKS
